facilityType,seNumber,sectionUid,sectionName,dataElementUid,dataElementCode,dhis2DataElementCode,dhis2DataElementName,sortOrder,active
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.2.4,,,2035,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.2.5,,,2036,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.2.6,,,2037,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.2.7,,,2038,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.2.8,,,2039,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.1,,,2040,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.2,,,2041,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.3,,,2042,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.4,,,2043,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.5,,,2044,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.6,,,2045,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.7,,,2046,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.8,,,2047,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.9.3.9,,,2048,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.10.1.1,,,2049,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.10.1.2,,,2050,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.10.1.3,,,2051,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.10.1.4,,,2052,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.1.1,,,2053,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.1.2,,,2054,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.1.3,,,2055,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.1.4,,,2056,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.2.1,,,2057,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.2.2,,,2058,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.2.3,,,2059,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.2.4,,,2060,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.2.5,,,2061,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.2.6,,,2062,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.3.1,,,2063,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.3.2,,,2064,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.3.3,,,2065,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.3.4,,,2066,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.4.1,,,2067,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.4.2,,,2068,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.4.3,,,2069,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.1,,,2070,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.2,,,2071,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.3,,,2072,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.4,,,2073,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.5,,,2074,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.6,,,2075,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.7,,,2076,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.5.8,,,2077,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.6.1,,,2078,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.6.2,,,2079,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.6.3,,,2080,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.6.4,,,2081,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.11.6.5,,,2082,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.12.1.1,,,2083,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.12.1.2,,,2084,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.12.1.3,,,2085,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.12.1.4,,,2086,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.13.1.1,,,2087,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.13.1.2,,,2088,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.13.1.3,,,2089,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.14.1.1,,,2090,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.14.1.2,,,2091,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.14.1.3,,,2092,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.14.1.4,,,2093,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.14.1.5,,,2094,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.15.1.1,,,2095,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.15.1.2,,,2096,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.15.1.3,,,2097,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.15.1.4,,,2098,TRUE
HOSPITAL,24,,Combined Outpatient and Emergency Service,,24.15.1.5,,,2099,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.1.1.1,,,2100,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.1.1.2,,,2101,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.1.1.3,,,2102,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.1.1.4,,,2103,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.1.1,,,2104,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.1.2,,,2105,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.1.3,,,2106,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.1.4,,,2107,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.1.5,,,2108,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.2.1,,,2109,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.2.2,,,2110,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.2.3,,,2111,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.2.4,,,2112,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.2.5,,,2113,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.2.6,,,2114,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.2.7,,,2115,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.3.1,,,2116,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.3.2,,,2117,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.2.3.3,,,2118,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.3.1.1,,,2119,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.3.1.2,,,2120,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.3.1.3,,,2121,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.4.1.1,,,2122,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.4.1.2,,,2123,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.4.1.3,,,2124,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.4.1.4,,,2125,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.5.1.1,,,2126,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.5.1.2,,,2127,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.5.1.3,,,2128,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.5.1.4,,,2129,TRUE
HOSPITAL,25,,Sterilising And Disinfecting Unit,,25.5.1.5,,,2130,TRUE
HOSPITAL,26,,Food Service,,26.1.1.1,,,2131,TRUE
HOSPITAL,26,,Food Service,,26.1.1.2,,,2132,TRUE
HOSPITAL,26,,Food Service,,26.1.1.3,,,2133,TRUE
HOSPITAL,26,,Food Service,,26.1.1.4,,,2134,TRUE
HOSPITAL,26,,Food Service,,26.2.1.1,,,2135,TRUE
HOSPITAL,26,,Food Service,,26.2.1.2,,,2136,TRUE
HOSPITAL,26,,Food Service,,26.2.1.3,,,2137,TRUE
HOSPITAL,26,,Food Service,,26.2.1.4,,,2138,TRUE
HOSPITAL,26,,Food Service,,26.2.1.5,,,2139,TRUE
HOSPITAL,26,,Food Service,,26.2.1.6,,,2140,TRUE
HOSPITAL,26,,Food Service,,26.2.2.1,,,2141,TRUE
HOSPITAL,26,,Food Service,,26.2.2.2,,,2142,TRUE
HOSPITAL,26,,Food Service,,26.2.2.3,,,2143,TRUE
HOSPITAL,26,,Food Service,,26.2.2.4,,,2144,TRUE
HOSPITAL,26,,Food Service,,26.2.2.5,,,2145,TRUE
HOSPITAL,26,,Food Service,,26.3.1.1,,,2146,TRUE
HOSPITAL,26,,Food Service,,26.3.1.2,,,2147,TRUE
HOSPITAL,26,,Food Service,,26.3.1.3,,,2148,TRUE
HOSPITAL,26,,Food Service,,26.3.1.4,,,2149,TRUE
HOSPITAL,26,,Food Service,,26.4.1.1,,,2150,TRUE
HOSPITAL,26,,Food Service,,26.4.1.2,,,2151,TRUE
HOSPITAL,26,,Food Service,,26.4.1.3,,,2152,TRUE
HOSPITAL,26,,Food Service,,26.4.1.4,,,2153,TRUE
HOSPITAL,26,,Food Service,,26.4.1.5,,,2154,TRUE
HOSPITAL,26,,Food Service,,26.4.1.6,,,2155,TRUE
HOSPITAL,26,,Food Service,,26.4.1.7,,,2156,TRUE
HOSPITAL,26,,Food Service,,26.4.1.8,,,2157,TRUE
HOSPITAL,26,,Food Service,,26.5.1.1,,,2158,TRUE
HOSPITAL,26,,Food Service,,26.5.1.2,,,2159,TRUE
HOSPITAL,26,,Food Service,,26.5.1.3,,,2160,TRUE
HOSPITAL,26,,Food Service,,26.5.1.4,,,2161,TRUE
HOSPITAL,26,,Food Service,,26.5.1.5,,,2162,TRUE
HOSPITAL,26,,Food Service,,26.5.1.6,,,2163,TRUE
HOSPITAL,26,,Food Service,,26.5.1.7,,,2164,TRUE
HOSPITAL,26,,Food Service,,26.5.2.1,,,2165,TRUE
HOSPITAL,26,,Food Service,,26.5.2.2,,,2166,TRUE
HOSPITAL,26,,Food Service,,26.5.2.3,,,2167,TRUE
HOSPITAL,26,,Food Service,,26.5.2.4,,,2168,TRUE
HOSPITAL,26,,Food Service,,26.5.2.5,,,2169,TRUE
HOSPITAL,26,,Food Service,,26.5.2.6,,,2170,TRUE
HOSPITAL,26,,Food Service,,26.5.3.1,,,2171,TRUE
HOSPITAL,26,,Food Service,,26.5.3.2,,,2172,TRUE
HOSPITAL,26,,Food Service,,26.5.3.3,,,2173,TRUE
HOSPITAL,26,,Food Service,,26.5.3.4,,,2174,TRUE
HOSPITAL,26,,Food Service,,26.5.3.5,,,2175,TRUE
HOSPITAL,26,,Food Service,,26.5.3.6,,,2176,TRUE
HOSPITAL,26,,Food Service,,26.5.3.7,,,2177,TRUE
HOSPITAL,26,,Food Service,,26.5.3.8,,,2178,TRUE
HOSPITAL,26,,Food Service,,26.5.3.9,,,2179,TRUE
HOSPITAL,26,,Food Service,,26.6.1.1,,,2180,TRUE
HOSPITAL,26,,Food Service,,26.6.1.2,,,2181,TRUE
HOSPITAL,26,,Food Service,,26.6.1.3,,,2182,TRUE
HOSPITAL,26,,Food Service,,26.7.1.1,,,2183,TRUE
HOSPITAL,26,,Food Service,,26.7.1.2,,,2184,TRUE
HOSPITAL,26,,Food Service,,26.8.1.1,,,2185,TRUE
HOSPITAL,26,,Food Service,,26.8.1.2,,,2186,TRUE
HOSPITAL,26,,Food Service,,26.8.1.3,,,2187,TRUE
HOSPITAL,26,,Food Service,,26.9.1.1,,,2188,TRUE
HOSPITAL,26,,Food Service,,26.9.1.2,,,2189,TRUE
HOSPITAL,26,,Food Service,,26.9.1.3,,,2190,TRUE
HOSPITAL,26,,Food Service,,26.9.1.4,,,2191,TRUE
HOSPITAL,26,,Food Service,,26.9.1.5,,,2192,TRUE
HOSPITAL,27,,Linen Management,,27.1.1.1,,,2193,TRUE
HOSPITAL,27,,Linen Management,,27.1.1.2,,,2194,TRUE
HOSPITAL,27,,Linen Management,,27.1.1.3,,,2195,TRUE
HOSPITAL,27,,Linen Management,,27.1.1.4,,,2196,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.1,,,2197,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.2,,,2198,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.3,,,2199,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.4,,,2200,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.5,,,2201,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.6,,,2202,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.7,,,2203,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.8,,,2204,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.9,,,2205,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.10,,,2206,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.11,,,2207,TRUE
HOSPITAL,27,,Linen Management,,27.2.1.12,,,2208,TRUE
HOSPITAL,27,,Linen Management,,27.2.2.1,,,2209,TRUE
HOSPITAL,27,,Linen Management,,27.2.2.2,,,2210,TRUE
HOSPITAL,27,,Linen Management,,27.2.2.3,,,2211,TRUE
HOSPITAL,27,,Linen Management,,27.2.2.4,,,2212,TRUE
HOSPITAL,27,,Linen Management,,27.2.2.5,,,2213,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.1,,,2214,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.2,,,2215,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.3,,,2216,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.4,,,2217,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.5,,,2218,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.6,,,2219,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.7,,,2220,TRUE
HOSPITAL,27,,Linen Management,,27.2.3.8,,,2221,TRUE
HOSPITAL,27,,Linen Management,,27.3.1.1,,,2222,TRUE
HOSPITAL,27,,Linen Management,,27.3.1.2,,,2223,TRUE
HOSPITAL,27,,Linen Management,,27.3.1.3,,,2224,TRUE
HOSPITAL,27,,Linen Management,,27.4.1.1,,,2225,TRUE
HOSPITAL,27,,Linen Management,,27.4.1.2,,,2226,TRUE
HOSPITAL,27,,Linen Management,,27.4.1.3,,,2227,TRUE
HOSPITAL,27,,Linen Management,,27.5.1.1,,,2228,TRUE
HOSPITAL,27,,Linen Management,,27.5.1.2,,,2229,TRUE
HOSPITAL,27,,Linen Management,,27.6.1.1,,,2230,TRUE
HOSPITAL,27,,Linen Management,,27.6.1.2,,,2231,TRUE
HOSPITAL,27,,Linen Management,,27.6.1.3,,,2232,TRUE
HOSPITAL,27,,Linen Management,,27.6.1.4,,,2233,TRUE
HOSPITAL,27,,Linen Management,,27.7.1.1,,,2234,TRUE
HOSPITAL,27,,Linen Management,,27.7.1.2,,,2235,TRUE
HOSPITAL,27,,Linen Management,,27.7.1.3,,,2236,TRUE
HOSPITAL,27,,Linen Management,,27.7.1.4,,,2237,TRUE
HOSPITAL,27,,Linen Management,,27.7.1.5,,,2238,TRUE
HOSPITAL,28,,Housekeeping Service,,28.1.1.1,,,2239,TRUE
HOSPITAL,28,,Housekeeping Service,,28.1.1.2,,,2240,TRUE
HOSPITAL,28,,Housekeeping Service,,28.1.1.3,,,2241,TRUE
HOSPITAL,28,,Housekeeping Service,,28.1.1.4,,,2242,TRUE
HOSPITAL,28,,Housekeeping Service,,28.2.1.1,,,2243,TRUE
HOSPITAL,28,,Housekeeping Service,,28.2.1.2,,,2244,TRUE
HOSPITAL,28,,Housekeeping Service,,28.2.1.3,,,2245,TRUE
HOSPITAL,28,,Housekeeping Service,,28.2.1.4,,,2246,TRUE
HOSPITAL,28,,Housekeeping Service,,28.2.1.5,,,2247,TRUE
HOSPITAL,28,,Housekeeping Service,,28.2.1.6,,,2248,TRUE
HOSPITAL,28,,Housekeeping Service,,28.2.1.7,,,2249,TRUE
HOSPITAL,28,,Housekeeping Service,,28.3.1.1,,,2250,TRUE
HOSPITAL,28,,Housekeeping Service,,28.3.1.2,,,2251,TRUE
HOSPITAL,28,,Housekeeping Service,,28.3.1.3,,,2252,TRUE
HOSPITAL,28,,Housekeeping Service,,28.3.1.4,,,2253,TRUE
HOSPITAL,28,,Housekeeping Service,,28.4.1.1,,,2254,TRUE
HOSPITAL,28,,Housekeeping Service,,28.4.1.2,,,2255,TRUE
HOSPITAL,28,,Housekeeping Service,,28.4.1.3,,,2256,TRUE
HOSPITAL,28,,Housekeeping Service,,28.4.1.4,,,2257,TRUE
HOSPITAL,28,,Housekeeping Service,,28.5.1.1,,,2258,TRUE
HOSPITAL,28,,Housekeeping Service,,28.5.1.2,,,2259,TRUE
HOSPITAL,28,,Housekeeping Service,,28.5.1.3,,,2260,TRUE
HOSPITAL,28,,Housekeeping Service,,28.6.1.1,,,2261,TRUE
HOSPITAL,28,,Housekeeping Service,,28.6.1.2,,,2262,TRUE
HOSPITAL,28,,Housekeeping Service,,28.7.1.1,,,2263,TRUE
HOSPITAL,28,,Housekeeping Service,,28.7.1.2,,,2264,TRUE
HOSPITAL,28,,Housekeeping Service,,28.7.1.3,,,2265,TRUE
HOSPITAL,28,,Housekeeping Service,,28.7.1.4,,,2266,TRUE
HOSPITAL,28,,Housekeeping Service,,28.7.1.5,,,2267,TRUE
HOSPITAL,28,,Housekeeping Service,,28.8.1.1,,,2268,TRUE
HOSPITAL,28,,Housekeeping Service,,28.8.1.2,,,2269,TRUE
HOSPITAL,28,,Housekeeping Service,,28.8.1.3,,,2270,TRUE
HOSPITAL,28,,Housekeeping Service,,28.8.1.4,,,2271,TRUE
HOSPITAL,28,,Housekeeping Service,,28.8.1.5,,,2272,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.1.5,,,2273,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.1.1,,,2274,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.1.2,,,2275,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.1.3,,,2276,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.1.4,,,2277,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.2.1,,,2278,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.2.2,,,2279,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.2.3,,,2280,TRUE
HOSPITAL,29,,Maintenance Service,,29.1.2.4,,,2281,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.1.1,,,2282,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.1.2,,,2283,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.1.3,,,2284,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.1.4,,,2285,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.1.5,,,2286,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.1.6,,,2287,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.1.7,,,2288,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.2.1,,,2289,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.2.2,,,2290,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.2.3,,,2291,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.2.4,,,2292,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.2.5,,,2293,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.2.6,,,2294,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.3.1,,,2295,TRUE
HOSPITAL,29,,Maintenance Service,,29.2.3.2,,,2296,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.1,,,2297,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.2,,,2298,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.3,,,2299,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.4,,,2300,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.5,,,2301,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.6,,,2302,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.7,,,2303,TRUE
HOSPITAL,29,,Maintenance Service,,29.3.1.8,,,2304,TRUE
HOSPITAL,29,,Maintenance Service,,29.4.1.1,,,2305,TRUE
HOSPITAL,29,,Maintenance Service,,29.4.1.2,,,2306,TRUE
HOSPITAL,29,,Maintenance Service,,29.4.1.3,,,2307,TRUE
HOSPITAL,29,,Maintenance Service,,29.5.1.1,,,2308,TRUE
HOSPITAL,29,,Maintenance Service,,29.5.1.2,,,2309,TRUE
HOSPITAL,29,,Maintenance Service,,29.5.1.3,,,2310,TRUE
HOSPITAL,29,,Maintenance Service,,29.6.1.1,,,2311,TRUE
HOSPITAL,29,,Maintenance Service,,29.6.1.2,,,2312,TRUE
HOSPITAL,29,,Maintenance Service,,29.6.1.3,,,2313,TRUE
HOSPITAL,29,,Maintenance Service,,29.6.1.4,,,2314,TRUE
HOSPITAL,29,,Maintenance Service,,29.6.1.5,,,2315,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.1,,,2316,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.2,,,2317,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.3,,,2318,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.4,,,2319,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.5,,,2320,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.6,,,2321,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.7,,,2322,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.8,,,2323,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.9,,,2324,TRUE
HOSPITAL,30,,Resuscitation System,,30.1.1.10,,,2325,TRUE
HOSPITAL,30,,Resuscitation System,,30.2.1.1,,,2326,TRUE
HOSPITAL,30,,Resuscitation System,,30.2.1.2,,,2327,TRUE
HOSPITAL,30,,Resuscitation System,,30.2.1.3,,,2328,TRUE
HOSPITAL,30,,Resuscitation System,,30.3.1.1,,,2329,TRUE
HOSPITAL,30,,Resuscitation System,,30.3.1.2,,,2330,TRUE
HOSPITAL,30,,Resuscitation System,,30.3.1.3,,,2331,TRUE
HOSPITAL,30,,Resuscitation System,,30.3.1.4,,,2332,TRUE
HOSPITAL,30,,Resuscitation System,,30.3.1.5,,,2333,TRUE
HOSPITAL,30,,Resuscitation System,,30.3.1.6,,,2334,TRUE
HOSPITAL,30,,Resuscitation System,,30.4.1.1,,,2335,TRUE
HOSPITAL,30,,Resuscitation System,,30.4.1.2,,,2336,TRUE
HOSPITAL,30,,Resuscitation System,,30.4.1.3,,,2337,TRUE
HOSPITAL,30,,Resuscitation System,,30.4.1.4,,,2338,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.1.1.1,,,2339,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.1.1.2,,,2340,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.1.1.3,,,2341,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.1.1.4,,,2342,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.1.1.5,,,2343,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.1.1.6,,,2344,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.1.1.7,,,2345,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.1,,,2346,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.2,,,2347,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.3,,,2348,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.4,,,2349,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.5,,,2350,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.6,,,2351,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.7,,,2352,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.2.1.8,,,2353,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.3.1.1,,,2354,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.3.1.2,,,2355,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.3.1.3,,,2356,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.3.1.4,,,2357,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.3.1.5,,,2358,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.3.1.6,,,2359,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.4.1.1,,,2360,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.4.1.2,,,2361,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.4.1.3,,,2362,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.4.1.4,,,2363,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.4.1.5,,,2364,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.4.1.6,,,2365,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.4.1.7,,,2366,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.5.1.1,,,2367,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.5.1.2,,,2368,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.5.1.3,,,2369,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.6.1.1,,,2370,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.6.1.2,,,2371,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.6.1.3,,,2372,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.7.1.1,,,2373,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.7.1.2,,,2374,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.7.1.3,,,2375,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.7.1.4,,,2376,TRUE
HOSPITAL,31,,Medical Equipment Management Service,,31.7.1.5,,,2377,TRUE
HOSPITAL,32,,Physiotherapy Service,,32.1.1.1,,,2378,TRUE
HOSPITAL,32,,Physiotherapy Service,,32.1.1.2,,,2379,TRUE
HOSPITAL,32,,Physiotherapy Service,,32.1.1.3,,,2380,TRUE
HOSPITAL,32,,Physiotherapy Service,,32.1.1.4,,,2381,TRUE
HOSPITAL,32,,Physiotherapy Service,,32.1.1.5,,,2382,TRUE
