facilityType,seNumber,sectionUid,sectionName,dataElementUid,dataElementCode,dhis2DataElementCode,dhis2DataElementName,sortOrder,active
HOSPITAL,14,,Obstetric and Maternity Care,,14.13.1.2,,,1028,TRUE
HOSPITAL,14,,Obstetric and Maternity Care,,14.13.1.3,,,1029,TRUE
HOSPITAL,14,,Obstetric and Maternity Care,,14.13.1.4,,,1030,TRUE
HOSPITAL,14,,Obstetric and Maternity Care,,14.13.1.5,,,1031,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.1.1,,,1032,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.1.2,,,1033,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.1.3,,,1034,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.2.1,,,1035,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.2.2,,,1036,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.2.3,,,1037,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.2.4,,,1038,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.2.5,,,1039,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.2.6,,,1040,TRUE
HOSPITAL,15,,Psychiatric Care,,15.1.2.7,,,1041,TRUE
HOSPITAL,15,,Psychiatric Care,,15.2.1.1,,,1042,TRUE
HOSPITAL,15,,Psychiatric Care,,15.2.1.2,,,1043,TRUE
HOSPITAL,15,,Psychiatric Care,,15.2.1.3,,,1044,TRUE
HOSPITAL,15,,Psychiatric Care,,15.2.1.4,,,1045,TRUE
HOSPITAL,15,,Psychiatric Care,,15.2.1.5,,,1046,TRUE
HOSPITAL,15,,Psychiatric Care,,15.2.1.6,,,1047,TRUE
HOSPITAL,15,,Psychiatric Care,,15.2.1.7,,,1048,TRUE
HOSPITAL,15,,Psychiatric Care,,15.3.1.1,,,1049,TRUE
HOSPITAL,15,,Psychiatric Care,,15.3.1.2,,,1050,TRUE
HOSPITAL,15,,Psychiatric Care,,15.3.1.3,,,1051,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.1.1,,,1052,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.1.2,,,1053,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.1.3,,,1054,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.1.4,,,1055,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.1,,,1056,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.2,,,1057,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.3,,,1058,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.4,,,1059,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.5,,,1060,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.6,,,1061,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.7,,,1062,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.8,,,1063,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.2.9,,,1064,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.3.1,,,1065,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.3.2,,,1066,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.3.3,,,1067,TRUE
HOSPITAL,15,,Psychiatric Care,,15.4.3.4,,,1068,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.1.1,,,1069,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.1.2,,,1070,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.1.3,,,1071,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.1.4,,,1072,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.1.5,,,1073,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.2.1,,,1074,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.2.2,,,1075,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.3.1,,,1076,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.3.2,,,1077,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.3.3,,,1078,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.3.4,,,1079,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.4.1,,,1080,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.4.2,,,1081,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.4.3,,,1082,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.4.4,,,1083,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.5.1,,,1084,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.5.2,,,1085,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.5.3,,,1086,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.5.4,,,1087,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.6.1,,,1088,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.6.2,,,1089,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.6.3,,,1090,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.6.4,,,1091,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.7.1,,,1092,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.7.2,,,1093,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.7.3,,,1094,TRUE
HOSPITAL,15,,Psychiatric Care,,15.5.7.4,,,1095,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.1.1,,,1096,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.1.2,,,1097,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.1.3,,,1098,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.1.4,,,1099,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.2.1,,,1100,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.2.2,,,1101,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.2.3,,,1102,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.2.4,,,1103,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.2.5,,,1104,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.2.6,,,1105,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.2.7,,,1106,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.1,,,1107,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.2,,,1108,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.3,,,1109,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.4,,,1110,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.5,,,1111,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.6,,,1112,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.7,,,1113,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.8,,,1114,TRUE
HOSPITAL,15,,Psychiatric Care,,15.6.3.9,,,1115,TRUE
HOSPITAL,15,,Psychiatric Care,,15.7.1.1,,,1116,TRUE
HOSPITAL,15,,Psychiatric Care,,15.7.1.2,,,1117,TRUE
HOSPITAL,15,,Psychiatric Care,,15.7.1.3,,,1118,TRUE
HOSPITAL,15,,Psychiatric Care,,15.7.1.4,,,1119,TRUE
HOSPITAL,15,,Psychiatric Care,,15.7.1.5,,,1120,TRUE
HOSPITAL,15,,Psychiatric Care,,15.7.1.6,,,1121,TRUE
HOSPITAL,15,,Psychiatric Care,,15.7.1.7,,,1122,TRUE
HOSPITAL,15,,Psychiatric Care,,15.8.1.1,,,1123,TRUE
HOSPITAL,15,,Psychiatric Care,,15.8.1.2,,,1124,TRUE
HOSPITAL,15,,Psychiatric Care,,15.8.1.3,,,1125,TRUE
HOSPITAL,15,,Psychiatric Care,,15.8.1.4,,,1126,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.1.1,,,1127,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.1.2,,,1128,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.1.3,,,1129,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.1.4,,,1130,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.1.5,,,1131,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.2.1,,,1132,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.2.2,,,1133,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.2.3,,,1134,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.3.1,,,1135,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.3.2,,,1136,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.3.3,,,1137,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.3.4,,,1138,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.3.5,,,1139,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.3.6,,,1140,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.3.7,,,1141,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.4.1,,,1142,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.4.2,,,1143,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.4.3,,,1144,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.4.4,,,1145,TRUE
HOSPITAL,15,,Psychiatric Care,,15.9.4.5,,,1146,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.1.1,,,1147,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.1.2,,,1148,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.1.3,,,1149,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.1.4,,,1150,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.1.5,,,1151,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.1.6,,,1152,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.2.1,,,1153,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.2.2,,,1154,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.2.3,,,1155,TRUE
HOSPITAL,15,,Psychiatric Care,,15.10.2.4,,,1156,TRUE
HOSPITAL,15,,Psychiatric Care,,15.11.1.1,,,1157,TRUE
HOSPITAL,15,,Psychiatric Care,,15.11.1.2,,,1158,TRUE
HOSPITAL,15,,Psychiatric Care,,15.11.1.3,,,1159,TRUE
HOSPITAL,15,,Psychiatric Care,,15.11.1.4,,,1160,TRUE
HOSPITAL,15,,Psychiatric Care,,15.12.1.1,,,1161,TRUE
HOSPITAL,15,,Psychiatric Care,,15.12.1.2,,,1162,TRUE
HOSPITAL,15,,Psychiatric Care,,15.12.1.3,,,1163,TRUE
HOSPITAL,15,,Psychiatric Care,,15.13.1.1,,,1164,TRUE
HOSPITAL,15,,Psychiatric Care,,15.13.1.2,,,1165,TRUE
HOSPITAL,15,,Psychiatric Care,,15.13.1.3,,,1166,TRUE
HOSPITAL,15,,Psychiatric Care,,15.13.1.4,,,1167,TRUE
HOSPITAL,15,,Psychiatric Care,,15.13.1.5,,,1168,TRUE
HOSPITAL,15,,Psychiatric Care,,15.14.1.1,,,1169,TRUE
HOSPITAL,15,,Psychiatric Care,,15.14.1.2,,,1170,TRUE
HOSPITAL,15,,Psychiatric Care,,15.14.1.3,,,1171,TRUE
HOSPITAL,15,,Psychiatric Care,,15.14.1.4,,,1172,TRUE
HOSPITAL,15,,Psychiatric Care,,15.14.1.5,,,1173,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.1.1,,,1174,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.1.2,,,1175,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.1.3,,,1176,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.2.1,,,1177,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.2.2,,,1178,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.2.3,,,1179,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.2.4,,,1180,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.2.5,,,1181,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.2.6,,,1182,TRUE
HOSPITAL,16,,Paediatric Care,,16.1.2.7,,,1183,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.1,,,1184,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.2,,,1185,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.3,,,1186,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.4,,,1187,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.5,,,1188,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.6,,,1189,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.7,,,1190,TRUE
HOSPITAL,16,,Paediatric Care,,16.2.1.8,,,1191,TRUE
HOSPITAL,16,,Paediatric Care,,16.3.1.1,,,1192,TRUE
HOSPITAL,16,,Paediatric Care,,16.3.1.2,,,1193,TRUE
HOSPITAL,16,,Paediatric Care,,16.3.1.3,,,1194,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.1.1,,,1195,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.1.2,,,1196,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.1.3,,,1197,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.1.4,,,1198,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.1,,,1199,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.2,,,1200,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.3,,,1201,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.4,,,1202,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.5,,,1203,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.6,,,1204,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.7,,,1205,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.8,,,1206,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.2.9,,,1207,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.3.1,,,1208,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.3.2,,,1209,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.3.3,,,1210,TRUE
HOSPITAL,16,,Paediatric Care,,16.4.3.4,,,1211,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.1.1,,,1212,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.1.2,,,1213,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.1.3,,,1214,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.1.4,,,1215,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.1.5,,,1216,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.2.1,,,1217,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.2.2,,,1218,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.3.1,,,1219,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.3.2,,,1220,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.3.3,,,1221,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.3.4,,,1222,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.4.1,,,1223,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.4.2,,,1224,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.4.3,,,1225,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.4.4,,,1226,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.4.5,,,1227,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.5.1,,,1228,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.5.2,,,1229,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.5.3,,,1230,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.5.4,,,1231,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.6.1,,,1232,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.6.2,,,1233,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.6.3,,,1234,TRUE
HOSPITAL,16,,Paediatric Care,,16.5.6.4,,,1235,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.1.1,,,1236,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.1.2,,,1237,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.1.3,,,1238,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.1.4,,,1239,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.2.1,,,1240,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.2.2,,,1241,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.2.3,,,1242,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.2.4,,,1243,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.2.5,,,1244,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.2.6,,,1245,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.2.7,,,1246,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.1,,,1247,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.2,,,1248,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.3,,,1249,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.4,,,1250,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.5,,,1251,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.6,,,1252,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.7,,,1253,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.8,,,1254,TRUE
HOSPITAL,16,,Paediatric Care,,16.6.3.9,,,1255,TRUE
HOSPITAL,16,,Paediatric Care,,16.7.1.1,,,1256,TRUE
HOSPITAL,16,,Paediatric Care,,16.7.1.2,,,1257,TRUE
HOSPITAL,16,,Paediatric Care,,16.7.1.3,,,1258,TRUE
HOSPITAL,16,,Paediatric Care,,16.7.1.4,,,1259,TRUE
HOSPITAL,16,,Paediatric Care,,16.7.1.5,,,1260,TRUE
HOSPITAL,16,,Paediatric Care,,16.7.1.6,,,1261,TRUE
HOSPITAL,16,,Paediatric Care,,16.7.1.7,,,1262,TRUE
HOSPITAL,16,,Paediatric Care,,16.8.1.1,,,1263,TRUE
HOSPITAL,16,,Paediatric Care,,16.8.1.2,,,1264,TRUE
HOSPITAL,16,,Paediatric Care,,16.8.1.3,,,1265,TRUE
HOSPITAL,16,,Paediatric Care,,16.8.1.4,,,1266,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.1.1,,,1267,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.1.2,,,1268,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.1.3,,,1269,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.1.4,,,1270,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.2.1,,,1271,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.2.2,,,1272,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.2.3,,,1273,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.3.1,,,1274,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.3.2,,,1275,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.3.3,,,1276,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.3.4,,,1277,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.3.5,,,1278,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.3.6,,,1279,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.3.7,,,1280,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.4.1,,,1281,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.4.2,,,1282,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.4.3,,,1283,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.4.4,,,1284,TRUE
HOSPITAL,16,,Paediatric Care,,16.9.4.5,,,1285,TRUE
HOSPITAL,16,,Paediatric Care,,16.10.1.1,,,1286,TRUE
HOSPITAL,16,,Paediatric Care,,16.10.1.2,,,1287,TRUE
HOSPITAL,16,,Paediatric Care,,16.10.1.3,,,1288,TRUE
HOSPITAL,16,,Paediatric Care,,16.10.1.4,,,1289,TRUE
HOSPITAL,16,,Paediatric Care,,16.11.1.1,,,1290,TRUE
HOSPITAL,16,,Paediatric Care,,16.11.1.2,,,1291,TRUE
HOSPITAL,16,,Paediatric Care,,16.11.1.3,,,1292,TRUE
HOSPITAL,16,,Paediatric Care,,16.12.1.1,,,1293,TRUE
HOSPITAL,16,,Paediatric Care,,16.12.1.2,,,1294,TRUE
HOSPITAL,16,,Paediatric Care,,16.12.1.3,,,1295,TRUE
HOSPITAL,16,,Paediatric Care,,16.12.1.4,,,1296,TRUE
HOSPITAL,16,,Paediatric Care,,16.12.1.5,,,1297,TRUE
HOSPITAL,16,,Paediatric Care,,16.13.1.1,,,1298,TRUE
HOSPITAL,16,,Paediatric Care,,16.13.1.2,,,1299,TRUE
HOSPITAL,16,,Paediatric Care,,16.13.1.3,,,1300,TRUE
HOSPITAL,16,,Paediatric Care,,16.13.1.4,,,1301,TRUE
HOSPITAL,16,,Paediatric Care,,16.13.1.5,,,1302,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.1.1,,,1303,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.1.2,,,1304,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.1.3,,,1305,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.1,,,1306,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.2,,,1307,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.3,,,1308,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.4,,,1309,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.5,,,1310,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.6,,,1311,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.7,,,1312,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.8,,,1313,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.9,,,1314,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.1.2.10,,,1315,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.2.1.1,,,1316,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.2.1.2,,,1317,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.2.1.3,,,1318,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.2.1.4,,,1319,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.2.1.5,,,1320,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.2.1.6,,,1321,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.2.1.7,,,1322,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.3.1.1,,,1323,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.3.1.2,,,1324,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.3.1.3,,,1325,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.1.1,,,1326,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.1.2,,,1327,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.1.3,,,1328,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.1.4,,,1329,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.1.5,,,1330,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.1.6,,,1331,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.1.7,,,1332,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.1,,,1333,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.2,,,1334,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.3,,,1335,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.4,,,1336,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.5,,,1337,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.6,,,1338,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.7,,,1339,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.8,,,1340,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.9,,,1341,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.2.10,,,1342,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.3.1,,,1343,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.3.2,,,1344,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.3.3,,,1345,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.3.4,,,1346,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.3.5,,,1347,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.4.1,,,1348,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.4.2,,,1349,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.4.3,,,1350,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.4.4.4,,,1351,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.1.1,,,1352,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.1.2,,,1353,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.1.3,,,1354,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.1.4,,,1355,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.2.1,,,1356,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.2.2,,,1357,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.2.3,,,1358,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.1,,,1359,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.2,,,1360,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.3,,,1361,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.4,,,1362,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.5,,,1363,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.6,,,1364,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.7,,,1365,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.5.3.8,,,1366,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.6.1.1,,,1367,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.6.1.2,,,1368,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.6.1.3,,,1369,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.6.1.4,,,1370,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.7.1.1,,,1371,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.7.1.2,,,1372,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.7.1.3,,,1373,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.8.1.1,,,1374,TRUE
HOSPITAL,17,,Theatre and Anaesthetic Services,,17.8.1.2,,,1375,TRUE
