facilityType,sourceCriterionCode,sourceDescription,linkType,targetCriterionCode,sortOrder,scoringWeight,includeInTooltip,active
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",linked_criteria,4.1.1.6,17,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",linked_criteria,4.2.1.3,18,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",linked_criteria,5.4.2.2,19,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,10.2.1.1,1,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,11.2.1.1,2,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,12.2.1.1,3,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,13.2.1.1,4,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,14.2.1.1,5,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,15.10.1.6,6,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,15.2.1.1,7,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,16.2.1.1,8,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,17.2.1.1,9,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,17.2.1.4,10,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,19.1.4.1,11,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,21.5.1.1,12,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,22.2.1.1,13,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,22.2.2.3,14,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,22.7.1.1,15,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,23.2.2.1,16,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,23.5.1.1,17,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,24.2.2.2,18,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,24.7.1.1,19,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,25.2.1.1,20,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,25.2.2.1,21,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,26.2.1.1,22,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,26.2.2.1,23,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,26.2.2.2,24,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,27.2.1.1,25,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,27.2.1.6,26,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,27.2.2.3,27,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,28.2.1.1,28,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,29.2.1.1,29,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,29.3.1.1,30,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,29.3.1.5,31,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,3.2.1.12,32,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,3.3.2.1,33,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,30.2.1.2,34,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,31.2.1.1,35,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,31.2.1.8,36,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,31.4.1.1,37,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,32.2.1.1,38,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,33.2.1.1,39,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,34.2.1.1,40,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,35.2.1.1,41,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,36.2.1.1,42,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,37.2.1.1,43,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,38.2.1.2,44,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,38.9.1.5,45,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,4.1.1.6,46,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,4.2.2.6,47,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,6.2.2.3,48,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,7.4.1.1,49,1,TRUE,TRUE
HOSPITAL,1.2.2.3,"The senior manager ensures that the required physical facilities, installations and equipment are available and are used optimally to provide the specified services. -5 4.2.2.6 5.2.2.2 6.2.2.3 7.5.1.1 9.2.2.3 10.2.1.1 11.2.1.1 12.2.1.1",root,9.2.2.3,50,1,TRUE,TRUE
HOSPITAL,24.2.1.1,-2 31.2.1.1 31.2.1.11 31.4.1.1 32.2.1.2 33.2.1.2 34.2.1.2,linked_criteria,24.2.2.2,1,1,TRUE,TRUE
HOSPITAL,24.2.1.1,-2 31.2.1.1 31.2.1.11 31.4.1.1 32.2.1.2 33.2.1.2 34.2.1.2,linked_criteria,24.7.1.1,2,1,TRUE,TRUE
HOSPITAL,24.2.1.1,-2 31.2.1.1 31.2.1.11 31.4.1.1 32.2.1.2 33.2.1.2 34.2.1.2,linked_criteria,25.2.1.1,3,1,TRUE,TRUE
