facilityType,sourceCriterionCode,sourceDescription,linkType,targetCriterionCode,sortOrder,scoringWeight,includeInTooltip,active
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,16.13.1.5,8,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,17.9.1.5,9,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,18.8.1.5,10,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,19.6.1.5,11,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,20.2.3.2,12,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,20.6.1.7,13,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,21.9.1.5,14,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,22.15.1.5,15,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,23.13.1.5,16,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,24.15.1.5,17,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,25.5.1.5,18,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,26.9.1.5,19,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,27.7.1.5,20,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,28.4.1.1,21,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,28.8.1.5,22,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,29.6.1.5,23,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,31.7.1.5,24,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,32.9.1.5,25,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,33.9.1.5,26,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,34.9.1.5,27,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,35.9.1.5,28,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,36.9.1.5,29,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,37.9.1.2,30,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,38.9.1.5,31,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,7.7.1.2,32,1,TRUE,TRUE
HOSPITAL,7.7.1.1,"Waste is managed according to documented systems consistent with legislation, local by-laws and regulations",root,9.2.1.4,33,1,TRUE,TRUE
HOSPITAL,7.7.1.2,Control systems include safe handling of different types of waste,linked_criteria,28.4.1.2,1,1,TRUE,TRUE
HOSPITAL,7.7.1.2,Control systems include safe handling of different types of waste,linked_criteria,7.7.1.1,2,1,TRUE,TRUE
HOSPITAL,7.7.1.2,Control systems include safe handling of different types of waste,root,28.4.1.2,1,1,TRUE,TRUE
HOSPITAL,7.7.1.2,Control systems include safe handling of different types of waste,root,5.2.1.1,2,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,linked_criteria,1.1.1.8-G,1,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,linked_criteria,1.2.6.1-G,2,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,linked_criteria,1.3.1.8-G,3,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,linked_criteria,8.1.1.5,4,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,linked_criteria,8.2.2.1,5,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,root,1.1.1.8,1,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,root,1.2.6.1,2,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,root,1.3.1.8,3,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,root,8.1.1.5,4,1,TRUE,TRUE
HOSPITAL,8.1.1.1,There is a system for the implementation of quality management and improvement processes,root,8.2.2.1,5,1,TRUE,TRUE
HOSPITAL,8.1.1.2,Managerial and clinical leaders and relevant stakeholders participate in the implementation of the quality management and improvement processes,linked_criteria,1.2.8.1,1,1,TRUE,TRUE
HOSPITAL,8.1.1.2,Managerial and clinical leaders and relevant stakeholders participate in the implementation of the quality management and improvement processes,root,1.2.8.1,1,1,TRUE,TRUE
HOSPITAL,8.1.1.2,Managerial and clinical leaders and relevant stakeholders participate in the implementation of the quality management and improvement processes,root,1.3.1.8,2,1,TRUE,TRUE
HOSPITAL,8.1.1.5,"The processes reflect all components and quality activities in relation to standard and indicator development, monitoring, evaluation and remedial action",linked_criteria,8.1.1.1,1,1,TRUE,TRUE
HOSPITAL,8.1.1.5,"The processes reflect all components and quality activities in relation to standard and indicator development, monitoring, evaluation and remedial action",root,8.1.1.1,1,1,TRUE,TRUE
HOSPITAL,8.1.1.6,"There is a regular reporting system on quality activities to all stakeholders, including governance and the community",linked_criteria,1.1.1.8-G,1,1,TRUE,TRUE
HOSPITAL,8.1.1.6,"There is a regular reporting system on quality activities to all stakeholders, including governance and the community",linked_criteria,8.2.2.4,2,1,TRUE,TRUE
HOSPITAL,8.1.1.6,"There is a regular reporting system on quality activities to all stakeholders, including governance and the community",root,1.1.1.8,1,1,TRUE,TRUE
HOSPITAL,8.1.1.6,"There is a regular reporting system on quality activities to all stakeholders, including governance and the community",root,8.2.2.4,2,1,TRUE,TRUE
HOSPITAL,8.1.2.3,"There are relevant training processes to equip staff with the necessary competencies for the design, implementation and evaluation of quality management and improvement processes",linked_criteria,2.4.2.2,1,1,TRUE,TRUE
HOSPITAL,8.1.2.3,"There are relevant training processes to equip staff with the necessary competencies for the design, implementation and evaluation of quality management and improvement processes",root,2.4.2.2,1,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,linked_criteria,1.2.2.7-G,1,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,linked_criteria,1.2.7.3-G,2,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,linked_criteria,22.12.1.2,3,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,linked_criteria,23.10.1.2,4,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,linked_criteria,24.12.1.2,5,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,root,1.2.2.8,1,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,root,1.2.7.3,2,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,root,22.12.1.2,3,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,root,23.10.1.2,4,1,TRUE,TRUE
HOSPITAL,8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes,root,24.12.1.2,5,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,1.3.2.2-G,1,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,10.3.1.2,2,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,11.3.1.2,3,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,12.3.1.2,4,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,13.3.1.2,5,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,14.3.1.2,6,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,15.3.1.2,7,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,16.3.1.2,8,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,17.3.1.2,9,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,22.5.1.3,10,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,23.3.1.2,11,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,24.5.1.3,12,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,32.4.3.2,13,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,33.4.3.2,14,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,34.4.3.2,15,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,35.4.3.2,16,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,36.4.3.2,17,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,37.4.3.2,18,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,6.3.1.3,19,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",linked_criteria,8.3.1.1,20,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,1.3.2.2,1,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,10.3.1.2,2,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,11.3.1.2,3,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,12.3.1.2,4,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,13.3.1.2,5,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,14.3.1.2,6,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,15.3.1.2,7,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,16.3.1.2,8,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,17.3.1.2,9,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,22.5.1.3,10,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,23.3.1.2,11,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,24.5.1.3,12,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,32.4.3.1,13,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,32.4.3.2,14,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,33.4.3.1,15,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,33.4.3.2,16,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,34.4.3.1,17,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,34.4.3.2,18,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,35.4.3.1,19,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,35.4.3.2,20,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,36.4.3.1,21,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,36.4.3.2,22,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,37.4.3.1,23,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,37.4.3.2,24,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,38.4.3.2,25,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,38.9.1.5,26,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,6.3.1.3,27,1,TRUE,TRUE
HOSPITAL,8.2.1.4,"Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit",root,8.3.1.1,28,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,1.3.2.4-G,1,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,10.1.2.1,2,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,10.10.1.4,3,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,11.1.2.1,4,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,11.10.1.4,5,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,12.1.2.1,6,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,12.10.1.4,7,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,13.1.2.1,8,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,13.10.1.4,9,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,14.1.2.1,10,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,14.10.1.4,11,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,15.1.2.1,12,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,15.11.1.4,13,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,16.1.2.1,14,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,16.10.1.4,15,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,17.6.1.4,16,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,18.5.1.4,17,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,19.3.1.4,18,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,20.3.1.4,19,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,21.6.1.4,20,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,22.12.1.4,21,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,23.10.1.4,22,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,24.12.1.4,23,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,3.2.1.4,24,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,30.4.1.4,25,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,32.4.2.3,26,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,32.6.1.4,27,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,33.4.2.3,28,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,33.6.1.4,29,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,34.4.2.3,30,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,34.6.1.4,31,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,35.4.2.3,32,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,35.6.1.4,33,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,36.4.2.3,34,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,36.6.1.4,35,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,37.4.2.3,36,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,linked_criteria,37.6.1.4,37,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,10.10.1.4,1,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,11.10.1.4,2,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,12.10.1.4,3,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,13.10.1.4,4,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,14.10.1.4,5,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,15.11.1.4,6,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,16.10.1.4,7,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,17.6.1.4,8,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,18.5.1.4,9,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,19.3.1.4,10,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,20.3.1.4,11,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,21.6.1.4,12,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,22.1.2.1,13,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,22.12.1.4,14,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,23.10.1.4,15,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,24.12.1.4,16,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,3.2.1.4,17,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,30.4.1.4,18,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,32.4.2.3,19,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,32.6.1.4,20,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,33.4.2.3,21,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,33.6.1.4,22,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,34.4.2.3,23,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,34.6.1.4,24,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,35.4.2.3,25,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,35.6.1.4,26,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,36.4.2.3,27,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,36.6.1.4,28,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,37.6.1.4,29,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,38.4.2.3,30,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,38.6.1.4,31,1,TRUE,TRUE
HOSPITAL,8.2.1.5,Patient clinical records are reviewed regularly,root,38.9.1.5,32,1,TRUE,TRUE
HOSPITAL,8.2.1.8,Professional performance is monitored as part of clinical monitoring,linked_criteria,2.6.1.4,1,1,TRUE,TRUE
HOSPITAL,8.2.1.8,Professional performance is monitored as part of clinical monitoring,root,2.6.1.4,1,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,1.2.2.7-G,1,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,1.2.7.3-G,2,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,1.3.1.8-G,3,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,10.10.1.1,4,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,11.10.1.1,5,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,12.10.1.1,6,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,13.10.1.1,7,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,14.10.1.1,8,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,15.11.1.1,9,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,16.10.1.1,10,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,17.6.1.1,11,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,18.5.1.1,12,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,19.3.1.1,13,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,2.6.1.1,14,1,TRUE,TRUE
