programStageId,seNumber,dataElementUid,dataElementCode,dhis2DataElementCode,dhis2DataElementName,sortOrder,compulsory,allowProvidedElsewhere,renderType,active
hup8BqEe7Mn,5,,5.6.1.4,,,238,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,5,,5.6.1.5,,,239,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.1.1.1,,,240,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.1.1.2,,,241,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.1.1.3,,,242,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.1.2.1,,,243,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.1.2.2,,,244,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.1.1,,,245,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.1.2,,,246,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.1.3,,,247,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.2.1,,,248,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.2.2,,,249,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.2.3,,,250,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.2.4,,,251,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.2.5,,,252,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.2.2.6,,,253,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.1.1,,,254,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.1.2,,,255,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.1.3,,,256,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.1.4,,,257,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.1.5,,,258,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.2.1,,,259,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.2.2,,,260,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,6,,6.3.2.3,,,261,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.1,,,262,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.2,,,263,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.3,,,264,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.4,,,265,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.5,,,266,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.6,,,267,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.7,,,268,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.1.1.8,,,269,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.1.1,,,270,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.1.2,,,271,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.1.3,,,272,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.1.4,,,273,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.1.5,,,274,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.2.1,,,275,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.2.2,,,276,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.2.3,,,277,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.2.4,,,278,FALSE,FALSE,DEFAULT,TRUE
hup8BqEe7Mn,7,,7.2.3.1,,,279,FALSE,FALSE,DEFAULT,TRUE
