facilityType,seNumber,dataElementUid,code,dhis2DataElementCode,name,dhis2DataElementName,shortName,formName,valueType,domainType,optionSetUid,active
HOSPITAL,8,wMgpwzMwk2b,8.1.1.3,801-HOSPITAL_8.1.1.3,"The processes reflect the scope of service delivery in relation to managerial, clinical and support services (including formal educational services where applicable).","SURV_HOSP_801-The processes reflect the scope of service delivery in relation to managerial, clinical and support services (including formal educational services where applicable).",8.1.1.3,8.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,8,o7TMwlJwcvd,8.1.1.4,803-HOSPITAL_8.1.1.4,The leaders identify priorities for monitoring activities.,SURV_HOSP_803-The leaders identify priorities for monitoring activities.,8.1.1.4,8.1.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,8,qPjO8F5Y6fM,8.1.1.5,805-HOSPITAL_8.1.1.5,"The processes reflect all components and quality activities in relation to standard and indicator development, monitoring, evaluation and remedial action.","SURV_HOSP_805-The processes reflect all components and quality activities in relation to standard and indicator development, monitoring, evaluation and remedial action.",8.1.1.5,8.1.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,8,RlrFw2ZBLS0,8.1.1.6,807-HOSPITAL_8.1.1.6,"There is a regular reporting system on quality activities to all stakeholders, including governance and the community.","SURV_HOSP_807-There is a regular reporting system on quality activities to all stakeholders, including governance and the community.",8.1.1.6,8.1.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,8,wvGv1xtosMe,8.1.2.1,811-HOSPITAL_8.1.2.1,There is coordination of the organisation’s quality management and improvement processes with all services.,SURV_HOSP_811-There is coordination of the organisation's quality management and improvement processes with all services.,8.1.2.1,8.1.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,8,m6icGvbJwbl,8.1.2.2,813-HOSPITAL_8.1.2.2,The leaders provide the required technology and support.,SURV_HOSP_813-The leaders provide the required technology and support.,8.1.2.2,8.1.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,8,H0x3nJDyhNF,8.1.2.3,815-HOSPITAL_8.1.2.3,"There are relevant training processes to equip staff with the necessary competencies for the design, implementation and evaluation of quality management and improvement processes.","SURV_HOSP_815-There are relevant training processes to equip staff with the necessary competencies for the design, implementation and evaluation of quality management and improvement processes.",8.1.2.3,8.1.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,8,PpHTbKkrl78,8.2.1.1,820-HOSPITAL_8.2.1.1,The leaders identify key measures to monitor the quality of clinical processes.,SURV_HOSP_820-The leaders identify key measures to monitor the quality of clinical processes.,8.2.1.1,8.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,8,cvMZCMk5Ai6,8.2.1.2,822-HOSPITAL_8.2.1.2,Leaders use clinical practice guidelines to guide patient care processes.,SURV_HOSP_822-Leaders use clinical practice guidelines to guide patient care processes.,8.2.1.2,8.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,8,bA1jvoENJmb,8.2.1.3,824-HOSPITAL_8.2.1.3,"The organisation follows the process described in a) to h) of the intent, by means of clinical audits, to monitor the quality of care provided.",SURV_HOSP_824-The organisation follows the process described in a) to h) of the intent by means of clinical audits to monitor the quality of care provided.,8.2.1.3,8.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,8,uaozObM9k1C,8.2.1.4,826-HOSPITAL_8.2.1.4,"The organisation follows the process described in a) to h) of the intent, by means of clinical audits, to monitor the quality of care provided.","SURV_HOSP_826-Medical, nursing and other clinical leaders use available and relevant clinical practice guidelines in clinical monitoring as part of a structured clinical audit.",8.2.1.4,8.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,8,pWhZWm5gfWE,8.2.1.5,828-HOSPITAL_8.2.1.5,Patient clinical records are reviewed regularly.,SURV_HOSP_828-Patient clinical records are reviewed regularly.,8.2.1.5,8.2.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,8,BFd2TeQUO4m,8.2.1.6,830-HOSPITAL_8.2.1.6,"The review is conducted by medical, nursing and other staff, who are authorised to make entries in patient records or to manage patient information.","SURV_HOSP_830-The review is conducted by medical, nursing and other staff who are authorised to make entries in patient records or to manage patient information.",8.2.1.6,8.2.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,8,VHvgZXpSKUv,8.2.1.7,832-HOSPITAL_8.2.1.7,Records of active and discharged patients are included in the review process.,SURV_HOSP_832-Records of active and discharged patients are included in the review process.,8.2.1.7,8.2.1.7,TEXT,TRACKER,,TRUE
HOSPITAL,8,np4H4gns1rp,8.2.1.8,834-HOSPITAL_8.2.1.8,"The review is conducted by medical, nursing and other staff, who are authorised to make entries in patient records or to manage patient information.",SURV_HOSP_834-Professional performance is monitored as part of clinical monitoring.,8.2.1.8,8.2.1.8,TEXT,TRACKER,,TRUE
HOSPITAL,8,cyRYMXqcMMJ,8.2.2.1,838-HOSPITAL_8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes.,SURV_HOSP_838-Management and all departments identify key measures to monitor quality assurance and improvement processes.,8.2.2.1,8.2.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,8,VDfM2JDwJj3,8.2.2.2,840-HOSPITAL_8.2.2.2,Data collection is used to study areas targeted for improvement.,SURV_HOSP_840-Data collection is used to study areas targeted for improvement.,8.2.2.2,8.2.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,8,I7zTHhZsjKQ,8.2.2.3,842-HOSPITAL_8.2.2.3,Data collection is used to monitor and evaluate the effectiveness of improvements.,SURV_HOSP_842-Data collection is used to monitor and evaluate the effectiveness of improvements.,8.2.2.3,8.2.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,8,CrvhAwkv5YS,8.2.2.4,844-HOSPITAL_8.2.2.4,The results of monitoring are communicated to the leaders and governance structure of the organisation.,SURV_HOSP_844-The results of monitoring are communicated to the leaders and governance structure of the organisation.,8.2.2.4,8.2.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,8,Ve9hPrQfnxu,8.3.1.1,849-HOSPITAL_8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements.,SURV_HOSP_849-Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements.,8.3.1.1,8.3.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,8,Jn36JZsNZnz,8.3.1.2,851-HOSPITAL_8.3.1.2,Comparisons are made over time within the organisation.,SURV_HOSP_851-Managerial data are used to monitor and evaluate the effectiveness of improvements.,8.3.1.2,8.3.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,8,xVlel6Kjty1,8.3.1.3,853-HOSPITAL_8.3.1.3,Comparisons are made over time within the organisation.,SURV_HOSP_853-Comparisons are made over time within the organisation.,8.3.1.3,8.3.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,8,I49fixDcDM6,8.3.1.4,855-HOSPITAL_8.3.1.4,"Comparisons are made with similar organisations, when possible.","SURV_HOSP_855-Comparisons are made with similar organisations, when possible.",8.3.1.4,8.3.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,8,fTlQ9FHL2Nf,8.3.1.5,857-HOSPITAL_8.3.1.5,8.4 Comparisons are made with standards and desirable practices.,SURV_HOSP_857-Comparisons are made with standards and desirable practices.,8.3.1.5,8.3.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,8,zZIeTMHm2jr,8.4.1.1,862-HOSPITAL_8.4.1.1,8.4.1.2 The organisation documents the improvements achieved and sustained.,SURV_HOSP_862-The organisation documents the improvements achieved and sustained.,8.4.1.1,8.4.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,8,MWga9nXz8La,8.4.1.2,864-HOSPITAL_8.4.1.2,The organisation documents the improvements achieved and sustained.,SURV_HOSP_864-This information leads to the development of processes to ensure that quality is sustained.,8.4.1.2,8.4.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,gk66ybhOxwa,9.1.1.1,870-HOSPITAL_9.1.1.1,There is a process to reduce the risk of healthcare associated (nosocomial) infections to patients and healthcare workers. for all others in this section as well as for 10.12.1.1 and similar criteria in all other clinical Service Elements.,SURV_HOSP_870-There is a process to reduce the risk of healthcare associated (nosocomial) infections to patients and healthcare workers.,9.1.1.1,9.1.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,9,Cd2XVJQqMsG,9.1.1.2,872-HOSPITAL_9.1.1.2,"The process is appropriate to the size and geographic location of the organisation, the services offered, and the patients served.","SURV_HOSP_872-The process is appropriate to the size and geographic location of the organisation, the services offered and the patients served.",9.1.1.2,9.1.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,QNpvy93N8yt,9.1.1.3,874-HOSPITAL_9.1.1.3,"The process is appropriate to the size and geographic location of the organisation, the services offered, and the patients served.","SURV_HOSP_874-Coordination of infection control activities involves medical, nursing and other staff as appropriate to the organisation.",9.1.1.3,9.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,9,snHX1uhPdZU,9.1.1.4,876-HOSPITAL_9.1.1.4,"All patient, staff and visitor areas of the organisation are included in the infection control processes.","SURV_HOSP_876-All patient, staff and visitor areas of the organisation are included in the infection control processes.",9.1.1.4,9.1.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,9,DPDkZaDbR66,9.1.1.5,878-HOSPITAL_9.1.1.5,Responsibility for co-ordinating the processes is assigned to one individual or a committee.,SURV_HOSP_878-Responsibility for coordinating the processes is assigned to one individual or a committee.,9.1.1.5,9.1.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,9,eYFNcSN3H43,9.1.1.6,880-HOSPITAL_9.1.1.6,The individuals are competent to manage the scope and complexity of the processes.,SURV_HOSP_880-The individuals are competent to manage the scope and complexity of the processes.,9.1.1.6,9.1.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,9,tQ1x3ZUlSxq,9.1.1.7,882-HOSPITAL_9.1.1.7,"The infection control processes are based on current scientific knowledge, accepted practice guidelines, and applicable laws and regulations.","SURV_HOSP_882-The infection control processes are based on current scientific knowledge, accepted practice guidelines and applicable laws and regulations.",9.1.1.7,9.1.1.7,TEXT,TRACKER,,TRUE
HOSPITAL,9,cAjxcasBhj4,9.1.1.8,884-HOSPITAL_9.1.1.8,Information management systems support the infection control processes.,SURV_HOSP_884-Information management systems support the infection control processes.,9.1.1.8,9.1.1.8,TEXT,TRACKER,,TRUE
HOSPITAL,9,oIpMYtebDca,9.1.2.1,888-HOSPITAL_9.1.2.1,The processes to reduce healthcare associated (nosocomial) infections include systematic and proactive surveillance activities to determine usual (endemic) rates of infection.,SURV_HOSP_888-The processes to reduce healthcare associated (nosocomial) infections include systematic and proactive surveillance activities to determine usual (endemic) rates of infection.,9.1.2.1,9.1.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,9,wFpAV0HhJgm,9.1.2.2,890-HOSPITAL_9.1.2.2,The processes include systems to investigate outbreaks of infectious diseases.,SURV_HOSP_890-The processes include systems to investigate outbreaks of infectious diseases.,9.1.2.2,9.1.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,J2wBQeVjoAO,9.1.2.3,892-HOSPITAL_9.1.2.3,Epidemiologically significant diseases and organisms are included as appropriate to the organisation and its community.,SURV_HOSP_892-Epidemiologically significant diseases and organisms are included as appropriate to the organisation and its community.,9.1.2.3,9.1.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,9,OqEP976PYa5,9.1.2.4,894-HOSPITAL_9.1.2.4,Emerging or re-emerging infections are included as appropriate to the organisation and its community.,SURV_HOSP_894-Emerging or re-emerging infections are included as appropriate to the organisation and its community.,9.1.2.4,9.1.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,9,LdzfH83fdcf,9.1.2.5,896-HOSPITAL_9.1.2.5,Risk reduction goals and measurable objectives are established and regularly reviewed.,SURV_HOSP_896-Risk reduction goals and measurable objectives are established and regularly reviewed.,9.1.2.5,9.1.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,9,R5SwHjC8e5N,9.2.1.1,901-HOSPITAL_9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk.,SURV_HOSP_901-The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk.,9.2.1.1,9.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,9,fdqe17IU4Al,9.2.1.2,903-HOSPITAL_9.2.1.2,"Identified processes include, as appropriate to the services provided by the organisation equipment cleaning, disinfection and sterilisation This must include all areas where equipment is cleaned, particularly the central sterilising department, healthcare technology workshops and patient care departments.","SURV_HOSP_903-Identified processes include – as appropriate to the services provided by the organisation – equipment cleaning, disinfection and sterilisation.",9.2.1.2,9.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,lxrdnMeNkyn,9.2.1.3,905-HOSPITAL_9.2.1.3,"Identified processes include, as appropriate to the services provided by the organisation laundry and linen management This must include protection of staff, handling of soiled and infected linen, protection of clean linen from contamination etc. Guidelines on flow of linen from soiled to clean areas, wearing of protective clothing, searching of linen for sharps, etc. must be available.",SURV_HOSP_905-Identified processes include – as appropriate to the services provided by the organisation – laundry and linen management.,9.2.1.3,9.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,9,rmbj1XDsTyH,9.2.1.4,907-HOSPITAL_9.2.1.4,"Identified processes include, as appropriate to the services provided by the organisation management of healthcare waste Critical Criterion Processes must include protection of staff, handling at source, collection, storage and disposal of infectious/healthcare waste.",SURV_HOSP_907-Identified processes include – as appropriate to the services provided by the organisation – management of healthcare waste.,9.2.1.4,9.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,9,RRHxIkGsgeJ,9.2.1.5,909-HOSPITAL_9.2.1.5,"Identified processes include, as appropriate to the services provided by the organisation ensuring that food preparation, handling, storage and distribution are safe and comply with laws, regulations and current acceptable practices.","SURV_HOSP_909-Identified processes include – as appropriate to the services provided by the organisation – ensuring that food preparation, handling, storage and distribution are safe and comply with laws, regulations and current a",9.2.1.5,9.2.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,9,XN78Uj2aabl,9.2.1.6,911-HOSPITAL_9.2.1.6,"Identified processes include, as appropriate to the services provided by the organisation housekeeping services.",SURV_HOSP_911-Identified processes include – as appropriate to the services provided by the organisation – housekeeping services.,9.2.1.6,9.2.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,9,V6AYjdOsU4z,9.2.1.7,913-HOSPITAL_9.2.1.7,"Identified processes include, as appropriate to the services provided by the organisation operation of the mortuary area/holding room for the deceased.",SURV_HOSP_913-Identified processes include – as appropriate to the services provided by the organisation – operation of the mortuary area/holding room for the deceased.,9.2.1.7,9.2.1.7,TEXT,TRACKER,,TRUE
HOSPITAL,9,uUPpVA6ECbz,9.2.1.8,915-HOSPITAL_9.2.1.8,"Identified processes include, as appropriate to the services provided by separating patients with communicable diseases from those patients and staff members, who are susceptible to infection due to immuno-suppression or other reasons. the organisation This refers to isolation procedures and reverses barrier nursing procedures, where these are relevant.",SURV_HOSP_915-Identified processes include – as appropriate to the services provided by the organisation – separating patients with communicable diseases from those patients and staff members who are susceptible to infection due t,9.2.1.8,9.2.1.8,TEXT,TRACKER,,TRUE
HOSPITAL,9,G9cvsD3Ayh5,9.2.1.9,917-HOSPITAL_9.2.1.9,"Identified processes include, as appropriate to the services provided by the organisation the management of viral haemorrhagic fevers.",SURV_HOSP_917-Identified processes include – as appropriate to the services provided by the organisation – the management of viral haemorrhagic fevers.,9.2.1.9,9.2.1.9,TEXT,TRACKER,,TRUE
HOSPITAL,9,X72efwH0MSm,9.2.1.10,919-HOSPITAL_9.2.1.10,Processes associated with risk are described in written documents.,SURV_HOSP_919-Processes associated with risk are described in written documents.,9.2.1.10,9.2.1.10,TEXT,TRACKER,,TRUE
HOSPITAL,9,I9HWB8THIOV,9.2.2.1,923-HOSPITAL_9.2.2.1,The organisation identifies those situations for which protective clothing is required.,SURV_HOSP_923-The organisation identifies those situations for which protective clothing is required.,9.2.2.1,9.2.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,9,DcnzSP8cPer,9.2.2.2,925-HOSPITAL_9.2.2.2,Protective clothing is correctly used in those situations.,SURV_HOSP_925-Protective clothing is correctly used in those situations.,9.2.2.2,9.2.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,wv4dlPLHLJ3,9.2.2.3,927-HOSPITAL_9.2.2.3,The organisation identifies those areas where hand washing and disinfecting procedures are required.,SURV_HOSP_927-The organisation identifies those areas where hand washing and disinfecting procedures are required.,9.2.2.3,9.2.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,9,mEiEszSmDoo,9.2.2.4,929-HOSPITAL_9.2.2.4,Hand washing and disinfecting procedures are used correctly in those areas.,SURV_HOSP_929-Hand washing and disinfecting procedures are used correctly in those areas.,9.2.2.4,9.2.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,9,sqRD9X19HQg,9.3.1.1,934-HOSPITAL_9.3.1.1,The organisation identifies those environmental sites from which specimens are to be collected.,SURV_HOSP_934-The organisation identifies those environmental sites from which specimens are to be collected.,9.3.1.1,9.3.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,9,AWacTVmBD5k,9.3.1.2,936-HOSPITAL_9.3.1.2,9.3.1.3 9.4,SURV_HOSP_936-The organisation identifies the frequency with which specimens are collected.,9.3.1.2,9.3.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,NA0z23WCVPn,9.3.1.3,938-HOSPITAL_9.3.1.3,9.4 9.4.1 The organisation identifies the frequency with which specimens are collected.,SURV_HOSP_938-Policies and procedures which describe how specimens are taken and sent to the laboratory and action is taken when laboratory reports identify pathogenic organisms are implemented.,9.3.1.3,9.3.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,9,k0AoLiVf0c3,9.4.1.1,943-HOSPITAL_9.4.1.1,"The organisation uses quality improvement methodology to track infection risks, in healthcare infection rates, and trend associated/nosocomial infections.","SURV_HOSP_943-The organisation uses quality improvement methodology to track infection risks, infection rates and trend in healthcare associated/nosocomial infections.",9.4.1.1,9.4.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,9,F0uY6CbZa5N,9.4.1.2,945-HOSPITAL_9.4.1.2,Monitoring includes using indicators related to infection issues that are epidemiologically important to the organisation.,SURV_HOSP_945-Monitoring includes using indicators related to infection issues that are epidemiologically important to the organisation.,9.4.1.2,9.4.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,ZLB0DrRRc4o,9.4.1.3,947-HOSPITAL_9.4.1.3,"The organisation uses risk, rate and trend information to design or modify processes to reduce healthcare associated/nosocomial infections to the lowest possible levels.","SURV_HOSP_947-The organisation uses risk, rate and trend information to design or modify processes to reduce healthcare associated/nosocomial infections to the lowest possible levels.",9.4.1.3,9.4.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,9,qu8WiqrfyrQ,9.4.1.4,949-HOSPITAL_9.4.1.4,"SE 7 RISK MANAGEMENT OVERVIEW OF RISK MANAGEMENT Healthcare organisations work to provide a safe, functional and supportive facility for patients, families, staff, volunteers and visitors.","SURV_HOSP_949-The organisation compares its infection control rates with other organisations, national and international, through comparative databases.",9.4.1.4,9.4.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,9,EnNLfY0oCRa,9.4.1.5,951-HOSPITAL_9.4.1.5,The results of infection monitoring in the organisation are regularly communicated to medical and nursing staff and to the management of the organisation.,SURV_HOSP_951-The results of infection monitoring in the organisation are regularly communicated to medical and nursing staff and to the management of the organisation.,9.4.1.5,9.4.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,9,aojtHm9kOjg,9.4.1.6,953-HOSPITAL_9.4.1.6,The organisation appropriate external public health agencies. information on reports infections to Documented evidence of reporting is required.,SURV_HOSP_953-The organisation reports information on infections to appropriate external public health agencies.,9.4.1.6,9.4.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,9,NzcpcFCOp9T,9.5.1.1,958-HOSPITAL_9.5.1.1,The organisation provides on-going in-service training about infection control to all personnel Root criterion The infection control education programme needs to include policies/guidelines as All staff should be included in information sharing and training at regular scheduled Documented evidence (e.g. minutes of meetings/attendance records) must be Linked criterion: well as relevant issues as they are identified. meetings or other fora. provided.,SURV_HOSP_958-The organisation provides on-going in-service training about infection control to all personnel.,9.5.1.1,9.5.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,9,xKorRfM8W1r,9.5.1.2,960-HOSPITAL_9.5.1.2,"Personnel are educated in infection control processes, when new policies are implemented and when significant trends are noted in surveillance data.","SURV_HOSP_960-Personnel are educated in infection control processes, when new policies are implemented and when significant trends are noted in surveillance data.",9.5.1.2,9.5.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,9,LPV0SBfCU3b,9.5.1.3,962-HOSPITAL_9.5.1.3,Patients and families are included when appropriate to the patient’s needs and condition.,SURV_HOSP_962-Patients and families are included when appropriate to the patient's needs and condition.,9.5.1.3,9.5.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,GUZxeTNVAdH,10.1.1.1,968-HOSPITAL_10.1.1.1,The individuals responsible for the patient's care are designated.,SURV_HOSP_968-The individuals responsible for the patient's care are designated.,10.1.1.1,10.1.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,Dy7exmCFP23,10.1.1.2,970-HOSPITAL_10.1.1.2,The individuals responsible for the patient’s care are  qualified.,SURV_HOSP_970-The individuals responsible for the patient's care are qualified.,10.1.1.2,10.1.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,OtIW49MYsE2,10.1.1.3,972-HOSPITAL_10.1.1.3,The individuals responsible for the patient’s care are identified and made known to the patient and other personnel.,SURV_HOSP_972-The individuals responsible for the patient's care are identified and made known to the patient and other personnel.,10.1.1.3,10.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,brPFv9uSRIX,10.1.2.1,976-HOSPITAL_10.1.2.1,The  patients'  clinical  records  are  completed  according  to guidelines determined by the organisation.,SURV_HOSP_976-The patients' clinical records are completed according to guidelines determined by the organisation.,10.1.2.1,10.1.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,x4MslEJwk5n,10.1.2.2,978-HOSPITAL_10.1.2.2,The  patients’  records  are  up  to  date  to  ensure  the  transfer  of  the latest information between care providers.,SURV_HOSP_978-The patients' records are up to date to ensure the transfer of the latest information between care providers.,10.1.2.2,10.1.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,SIrJ4S8HFkY,10.1.2.3,980-HOSPITAL_10.1.2.3,Information exchanged includes a summary of the care provided.,SURV_HOSP_980-Information exchanged includes a summary of the care provided.,10.1.2.3,10.1.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,rLulF3N5sic,10.1.2.4,982-HOSPITAL_10.1.2.4,Information exchanged includes the patient’s progress.,SURV_HOSP_982-Information exchanged includes the patient's progress.,10.1.2.4,10.1.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,Og9w6Iz8DWy,10.1.2.5,984-HOSPITAL_10.1.2.5,The author can be identified for each patient record entry.,SURV_HOSP_984-The author can be identified for each patient record entry.,10.1.2.5,10.1.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,10,xRxVhvedSrm,10.1.2.6,986-HOSPITAL_10.1.2.6,The date of each patient record entry can be identified.,SURV_HOSP_986-The date of each patient record entry can be identified.,10.1.2.6,10.1.2.6,TEXT,TRACKER,,TRUE
HOSPITAL,10,rpy1554LW52,10.1.2.7,988-HOSPITAL_10.1.2.7,The time of each patient record entry can be identified.,SURV_HOSP_988-The time of each patient record entry can be identified.,10.1.2.7,10.1.2.7,TEXT,TRACKER,,TRUE
HOSPITAL,10,vWwUDtSAjM4,10.2.1.1,993-HOSPITAL_10.2.1.1,Patient  and  staff  accommodation  and  equipment  is  adequate  to meet patient care needs.,SURV_HOSP_993-Patient and staff accommodation and equipment is adequate to meet patient care needs.,10.2.1.1,10.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,F1eZBM2Y6Xy,10.2.1.2,995-HOSPITAL_10.2.1.2,Oxygen and vacuum supplies meet the needs of patients for care.,SURV_HOSP_995-Oxygen and vacuum supplies meet the patients' needs.,10.2.1.2,10.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,CGJQx8newXx,10.2.1.3,997-HOSPITAL_10.2.1.3,There  is  evidence  that  equipment  is  maintained  in  accordance with the policies of the organisation.,SURV_HOSP_997-There is evidence that equipment is maintained in accordance with the policies of the organisation.,10.2.1.3,10.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,uDWJNakcbr0,10.2.1.4,999-HOSPITAL_10.2.1.4,Resuscitation  equipment  is  available  in  accordance  with  the policies of the organisation.,SURV_HOSP_999-Resuscitation equipment is available in accordance with the policies of the organisation.,10.2.1.4,10.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,LPIeK3iokxQ,10.2.1.5,1001-HOSPITAL_10.2.1.5,"Where there are no piped oxygen installations, there is a documented procedure for ensuring that cylinder pressures (i.e. contents) are monitored according to organisational policy while patients are receiving oxygen.","SURV_HOSP_1001-Where there are no piped oxygen installations, there is a documented procedure for ensuring that cylinder pressures are monitored while patients are receiving oxygen.",10.2.1.5,10.2.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,10,I48zN1JkHSJ,10.2.1.6,1003-HOSPITAL_10.2.1.6,Each patient has access to a nurse call system at all times.,SURV_HOSP_1003-Each patient has access to a nurse call system at all times.,10.2.1.6,10.2.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,10,xeZfRwNbRpi,10.2.1.7,1005-HOSPITAL_10.2.1.7,Electricity and water is available in accordance with the policies of the organisation.,SURV_HOSP_1005-Electricity and water is available in accordance with the policies of the organisation.,10.2.1.7,10.2.1.7,TEXT,TRACKER,,TRUE
HOSPITAL,10,PmvdNNNlaks,10.2.1.8,1007-HOSPITAL_10.2.1.8,There is a dedicated area for preparing infant feeds.,SURV_HOSP_1007-There is a dedicated area for preparing infant feeds.,10.2.1.8,10.2.1.8,TEXT,TRACKER,,TRUE
HOSPITAL,10,iiG0LDbBfky,10.3.1.1,1012-HOSPITAL_10.3.1.1,"Clinical  practice  guidelines,  relevant  to  the  patients  and  services of the organisation, are available to guide patient care processes.",SURV_HOSP_1012-Clinical practice guidelines relevant to the patients and services of the organisation are available to guide patient care processes.,10.3.1.1,10.3.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,rYyIOAiFvKD,10.3.1.2,1014-HOSPITAL_10.3.1.2,The  implementation  of  guidelines  is  monitored  as  part  of  a structured clinical audit.,SURV_HOSP_1014-The implementation of guidelines is monitored as part of a structured clinical audit.,10.3.1.2,10.3.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,vPSQ4KbWdQF,10.3.1.3,1016-HOSPITAL_10.3.1.3,Guidelines are reviewed and adapted on a regular basis.,SURV_HOSP_1016-Guidelines are reviewed and adapted on a regular basis.,10.3.1.3,10.3.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,BU6SkuGPf8F,10.4.1.1,1021-HOSPITAL_10.4.1.1,"The organisation implements policies and procedures for assessing patients on admission and during on-going care A policy defines the scope of practice for each discipline, together with specific information required, procedures to be carried out and all documentation to be completed during patient assessments.",SURV_HOSP_1021-The organisation implements policies and procedures for assessing patients on admission and during on-going care.,10.4.1.1,10.4.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,UUmak9XJIRX,10.4.1.2,1023-HOSPITAL_10.4.1.2,Only  those individuals  permitted  by  applicable regulations or by registration perform the assessments.,SURV_HOSP_1023-Only those individuals permitted by applicable laws and regulations or by registration perform the assessments.,10.4.1.2,10.4.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,zarqI43b6MB,10.4.1.3,1025-HOSPITAL_10.4.1.3,The scope and content of assessment by each discipline is defined.,SURV_HOSP_1025-The scope and content of assessment by each discipline is defined.,10.4.1.3,10.4.1.3,TEXT,TRACKER,,TRUE
