facilityType,seNumber,dataElementUid,code,dhis2DataElementCode,name,dhis2DataElementName,shortName,formName,valueType,domainType,optionSetUid,active
HOSPITAL,37,kLT1g7ooxm7,37.4.1.6,6676-HOSPITAL_37.4.1.6,Critical: ¨,SURV_HOSP_6676-The multidisciplinary/interdisciplinary team meets regularly to coordinate patient care.,37.4.1.6,37.4.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,37,X9KNlUbRUuM,37.4.2.1,6680-HOSPITAL_37.4.2.1,Only those individuals permitted by applicable laws and regulations or by registration perform the assessments.,SURV_HOSP_6680-Only those individuals permitted by applicable laws and regulations or by registration perform the assessments.,37.4.2.1,37.4.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,37,QjQ5Mw2PeAk,37.4.2.2,6682-HOSPITAL_37.4.2.2,Critical: ¨,SURV_HOSP_6682-The findings of assessments performed outside the organisation are verified on admission.,37.4.2.2,37.4.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,37,nKtgzTue7dj,37.4.2.3,6684-HOSPITAL_37.4.2.3,"Patients are re-assessed at intervals appropriate to their conditions, care plans, individual needs or according to organisational policies and procedures.","SURV_HOSP_6684-Patients are re-assessed at intervals appropriate to their conditions, care plans, individual needs or according to organisational policies and procedures.",37.4.2.3,37.4.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,37,wQNmWT1YNrW,37.4.3.1,6688-HOSPITAL_37.4.3.1,"The team consists of appropriately qualified personnel, including representatives from the medical, nursing, social work, physiotherapy, occupational therapy, clinical psychology and other disciplines, departments or services, as appropriate.","SURV_HOSP_6688-Clinical practice guidelines, relevant to the patients and services of the organisation, are used to guide patient care processes.",37.4.3.1,37.4.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,37,aWiURxgWuvm,37.4.3.2,6690-HOSPITAL_37.4.3.2,Critical: ¨,SURV_HOSP_6690-The implementation of guidelines is monitored as part of a structured clinical audit.,37.4.3.2,37.4.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,37,Wf33LBUxEt9,37.4.3.3,6692-HOSPITAL_37.4.3.3,Critical: ¨,SURV_HOSP_6692-Guidelines are reviewed and adapted on a regular basis after implementation.,37.4.3.3,37.4.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,37,xpG0Q3gX2rS,37.5.1.1,6697-HOSPITAL_37.5.1.1,Critical: ¨,SURV_HOSP_6697-Patients and families indicate that they have been informed about participation in the care process.,37.5.1.1,37.5.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,37,whEBoZ9pXip,37.5.1.2,6699-HOSPITAL_37.5.1.2,Patients and families indicate that they have been informed about any financial implications of care decisions.,SURV_HOSP_6699-Patients and families indicate that they have been informed about any financial implications of care decisions.,37.5.1.2,37.5.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,37,XU62XmjXBYU,37.5.1.3,6701-HOSPITAL_37.5.1.3,Critical: ¨,"SURV_HOSP_6701-Interaction between personnel, the patient and the family is noted in the patient's record.",37.5.1.3,37.5.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,37,GxcCLxnCU7L,37.6.1.1,6706-HOSPITAL_37.6.1.1,There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,SURV_HOSP_6706-There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,37.6.1.1,37.6.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,37,SNNwXjhCGWH,37.6.1.2,6708-HOSPITAL_37.6.1.2,Critical: ¨,SURV_HOSP_6708-Indicators of performance are identified to evaluate the quality of treatment and patient care.,37.6.1.2,37.6.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,37,RVrrZE2SFMH,37.6.1.3,6710-HOSPITAL_37.6.1.3,Critical: ¨,SURV_HOSP_6710-The quality improvement cycle includes the monitoring and evaluation of the standards set and the remedial action implemented.,37.6.1.3,37.6.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,37,aRSLn5fcS14,37.6.1.4,6712-HOSPITAL_37.6.1.4,Critical: ¨,SURV_HOSP_6712-A documentation audit system is in place.,37.6.1.4,37.6.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,37,LiUz4U3MrOM,37.7.1.1,6717-HOSPITAL_37.7.1.1,Critical: ¨,SURV_HOSP_6717-There are processes that support patient and family rights during care.,37.7.1.1,37.7.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,37,X4dwydDzNUV,37.7.1.2,6719-HOSPITAL_37.7.1.2,"Measures are taken to protect the patient's privacy, person and possessions.","SURV_HOSP_6719-Measures are taken to protect the patient's privacy, person and possessions.",37.7.1.2,37.7.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,37,ku8CYn5N9Jv,37.7.1.3,6721-HOSPITAL_37.7.1.3,Critical: ¨,SURV_HOSP_6721-The personnel respect the rights of patients and families to treatment and to refuse treatment.,37.7.1.3,37.7.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,37,otmcMFI6vcD,37.8.1.1,6726-HOSPITAL_37.8.1.1,The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,SURV_HOSP_6726-The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,37.8.1.1,37.8.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,37,yxsJLjM5NcJ,37.8.1.2,6728-HOSPITAL_37.8.1.2,Infection control processes include prevention of the spread of communicable diseases Infection control processes include prevention of the spread of infection related to equipment.,SURV_HOSP_6728-Infection control processes include prevention of the spread of communicable diseases.,37.8.1.2,37.8.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,37,XNc5dQTNmDb,37.8.1.3,6730-HOSPITAL_37.8.1.3,Critical: ¨,SURV_HOSP_6730-Infection control processes include prevention of the spread of infection related to equipment.,37.8.1.3,37.8.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,37,XmjECbflWhF,37.9.1.1,6735-HOSPITAL_37.9.1.1,Critical: ¨,SURV_HOSP_6735-Fire safety measures are implemented.,37.9.1.1,37.9.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,37,LDo7il8bCG4,37.9.1.2,6737-HOSPITAL_37.9.1.2,Critical: ¨,"SURV_HOSP_6737-The organisation's policy on handling, storing and disposing of healthcare waste is implemented.",37.9.1.2,37.9.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,Vxz2db2Sjo5,38.1.1.1,6743-HOSPITAL_38.1.1.1,A designated individual is responsible for the audiology service.,SURV_HOSP_6743-A designated individual is responsible for the audiology service.,38.1.1.1,38.1.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,HCo8dY0lbMQ,38.1.1.2,6745-HOSPITAL_38.1.1.2,Policies and procedures are signed by persons authorised to do so.,SURV_HOSP_6745-The audiology service manager ensures that policies and procedures are available to guide the personnel and that they are implemented.,38.1.1.2,38.1.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,dujlNDTw7Ps,38.1.1.3,6747-HOSPITAL_38.1.1.3,Critical: ¨,SURV_HOSP_6747-The manager plans and implements an effective organisational structure to support his/her responsibilities and authority.,38.1.1.3,38.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,yFysmgvyzdK,38.1.1.4,6749-HOSPITAL_38.1.1.4,Critical: ¨,SURV_HOSP_6749-The responsibilities of the manager are defined in writing.,38.1.1.4,38.1.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,38,SsABKdoHwya,38.1.1.5,6751-HOSPITAL_38.1.1.5,The manager ensures that there is a documented wellness programme in place for staff within the department.,SURV_HOSP_6751-The manager ensures that there is a documented wellness programme in place for staff within the department.,38.1.1.5,38.1.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,38,mjoHQHN9SEk,38.2.1.1,6756-HOSPITAL_38.2.1.1,Critical: ¨,SURV_HOSP_6756-There is adequate space for audiologists to treat patients effectively.,38.2.1.1,38.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,RgJX4OfGBQq,38.2.1.2,6758-HOSPITAL_38.2.1.2,Critical: ¨,SURV_HOSP_6758-Adequate and relevant equipment and consumables are available to provide an effective service.,38.2.1.2,38.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,opHOIxxjkuK,38.2.1.3,6760-HOSPITAL_38.2.1.3,Critical: ¨,SURV_HOSP_6760-There is adequate space for the storage of equipment and consumables.,38.2.1.3,38.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,Vxr4IG4MLuh,38.2.1.4,6762-HOSPITAL_38.2.1.4,Critical: þ,"SURV_HOSP_6762-Privacy is ensured through private cubicles, curtains or screens.",38.2.1.4,38.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,38,KI0o0PitvQT,38.3.1.1,6767-HOSPITAL_38.3.1.1,The manager plans and implements an effective organisational structure to support his/her responsibilities and authority.,SURV_HOSP_6767-Policies and procedures that guide the personnel in the management and clinical aspects of the audiology service are implemented.,38.3.1.1,38.3.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,H8Bb3BKFov3,38.3.1.2,6769-HOSPITAL_38.3.1.2,Critical: ¨,SURV_HOSP_6769-Policies and procedures are signed by persons authorised to do so.,38.3.1.2,38.3.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,kcBLbShaHm2,38.3.1.3,6771-HOSPITAL_38.3.1.3,Critical: ¨,"SURV_HOSP_6771-Policies and procedures are compiled into a comprehensive manual, which is indexed and easily accessible to all personnel members.",38.3.1.3,38.3.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,lNnRZfWXSvD,38.3.1.4,6773-HOSPITAL_38.3.1.4,Critical: ¨,SURV_HOSP_6773-Each policy and procedure is reviewed.,38.3.1.4,38.3.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,38,DsfsOOJAjY6,38.4.1.1,6778-HOSPITAL_38.4.1.1,"and 2 their condition, proposed treatment, potential benefits and drawbacks, possible alternatives to the proposed treatment, likelihood of successful treatment, possible problems related to recovery, possible results of non-treatment 1         2         3         4         5       Average score        G: Additional Comments Several criteria require compliance with laws and regulations.",SURV_HOSP_6778-There is a multidisciplinary/interdisciplinary approach to the development and implementation of a therapeutic programme.,38.4.1.1,38.4.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,gf8aeTkpcTE,38.4.1.2,6780-HOSPITAL_38.4.1.2,Critical: ¨,"SURV_HOSP_6780-The team consists of appropriately qualified personnel, including representatives from the medical, nursing, social work, physiotherapy, audiology, occupational therapy, clinical psychology and other disciplines, de",38.4.1.2,38.4.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,rm5SiBaHGzH,38.4.1.3,6782-HOSPITAL_38.4.1.3,Critical: ¨,"SURV_HOSP_6782-The team members' responsibilities include the development and implementation of a comprehensive, individualised care plan for each patient, based on the assessment of the patient.",38.4.1.3,38.4.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,hOeRH3OQ22Q,38.4.1.4,6784-HOSPITAL_38.4.1.4,Critical: ¨,SURV_HOSP_6784-The team conducts periodic re-evaluation of each patient's care plan to determine whether established goals are being or have been met and whether change in the patient's condition requires modification of goals.,38.4.1.4,38.4.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,38,wrZ6HJtApRc,38.4.1.5,6786-HOSPITAL_38.4.1.5,Critical: ¨,"SURV_HOSP_6786-The team includes the patient and his/her family in the development and review of the care plan, as appropriate.",38.4.1.5,38.4.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,38,XMipnto4B9d,38.4.1.6,6788-HOSPITAL_38.4.1.6,Critical: ¨,SURV_HOSP_6788-The multidisciplinary/interdisciplinary team meets regularly to co-ordinate patient care.,38.4.1.6,38.4.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,38,vWqN7D5kgrC,38.4.2.1,6792-HOSPITAL_38.4.2.1,Only those individuals permitted by applicable laws and regulations or by registration perform the assessments.,SURV_HOSP_6792-Only those individuals permitted by applicable laws and regulations or by registration perform the assessments.,38.4.2.1,38.4.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,SPSzLb2qMyp,38.4.2.2,6794-HOSPITAL_38.4.2.2,Critical: ¨,SURV_HOSP_6794-The findings of assessments performed outside the organisation are verified on admission.,38.4.2.2,38.4.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,bgQMpdNbepA,38.4.2.3,6796-HOSPITAL_38.4.2.3,"Patients are re-assessed at intervals appropriate to their conditions, care plans, individual needs or according to organisational policies and procedures.","SURV_HOSP_6796-Patients are re-assessed at intervals appropriate to their conditions, care plans, individual needs or according to organisational policies and procedures.",38.4.2.3,38.4.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,JHqQCqBnyx2,38.4.3.1,6800-HOSPITAL_38.4.3.1,"The team consists of appropriately qualified personnel, including representatives from the medical, nursing, social work, physiotherapy, audiology, occupational therapy, clinical psychology and other disciplines, departments or services, as appropriate.","SURV_HOSP_6800-Clinical practice guidelines, relevant to the patients and services of the organisation, are used to guide patient care processes.",38.4.3.1,38.4.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,ZVJ7cqTfdIw,38.4.3.2,6802-HOSPITAL_38.4.3.2,Critical: ¨,SURV_HOSP_6802-The implementation of guidelines is monitored as part of a structured clinical audit.,38.4.3.2,38.4.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,JOdZLEHH0st,38.4.3.3,6804-HOSPITAL_38.4.3.3,Guidelines are reviewed and adapted on a regular basis.,SURV_HOSP_6804-Guidelines are reviewed and adapted on a regular basis.,38.4.3.3,38.4.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,RE1WM8BIoga,38.5.1.1,6809-HOSPITAL_38.5.1.1,Patients and families indicate that they have been informed about participation in the care process.,SURV_HOSP_6809-Patients and families indicate that they have been informed about participation in the care process.,38.5.1.1,38.5.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,yOA0EDchXn7,38.5.1.2,6811-HOSPITAL_38.5.1.2,Critical: ¨,SURV_HOSP_6811-Patients and families indicate that they have been informed about any financial implications of care decisions.,38.5.1.2,38.5.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,NZdD8F9AcnM,38.5.1.3,6813-HOSPITAL_38.5.1.3,Critical: ¨,"SURV_HOSP_6813-Interaction between personnel, the patient and the family is noted in the patient's record.",38.5.1.3,38.5.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,qW5G5TwhWRe,38.6.1.1,6818-HOSPITAL_38.6.1.1,There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,SURV_HOSP_6818-There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,38.6.1.1,38.6.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,LIRFbtgAmbX,38.6.1.2,6820-HOSPITAL_38.6.1.2,Critical: ¨,SURV_HOSP_6820-Indicators of performance are identified to evaluate the quality of treatment and patient care.,38.6.1.2,38.6.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,yt0cCloUfq5,38.6.1.3,6822-HOSPITAL_38.6.1.3,Critical: ¨,SURV_HOSP_6822-The quality improvement cycle includes the monitoring and evaluation of the standards set and the remedial action implemented.,38.6.1.3,38.6.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,F93crQsgrhJ,38.6.1.4,6824-HOSPITAL_38.6.1.4,Critical: ¨,SURV_HOSP_6824-A documentation audit system is in place.,38.6.1.4,38.6.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,38,JN4xBSp8kQo,38.7.1.1,6829-HOSPITAL_38.7.1.1,Critical: ¨,SURV_HOSP_6829-There are processes that support patient and family rights during care.,38.7.1.1,38.7.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,NvfW4Q3yy3U,38.7.1.2,6831-HOSPITAL_38.7.1.2,"Measures are taken to protect the patient's privacy, person and possessions.","SURV_HOSP_6831-Measures are taken to protect the patient's privacy, person and possessions.",38.7.1.2,38.7.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,pYb9qgxFlJT,38.7.1.3,6833-HOSPITAL_38.7.1.3,Critical: ¨,SURV_HOSP_6833-The personnel respect the rights of patients and families to treatment and to refuse treatment.,38.7.1.3,38.7.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,xmXYut0he9p,38.8.1.1,6838-HOSPITAL_38.8.1.1,The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,SURV_HOSP_6838-The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,38.8.1.1,38.8.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,JQ2bqgBgyKf,38.8.1.2,6840-HOSPITAL_38.8.1.2,Critical: ¨,SURV_HOSP_6840-Infection control processes include prevention of the spread of communicable diseases.,38.8.1.2,38.8.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,lKzkq5dVoYA,38.8.1.3,6842-HOSPITAL_38.8.1.3,Critical: ¨,SURV_HOSP_6842-Infection control processes include prevention of the spread of infection through testing and rehabilitation equipment.,38.8.1.3,38.8.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,t4NZq2bkCKQ,38.9.1.1,6847-HOSPITAL_38.9.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational risk management processes.,SURV_HOSP_6847-The department conducts ongoing monitoring of risks through documented assessments as part of organisational risk management processes.,38.9.1.1,38.9.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,38,m3mMnFMUjNn,38.9.1.2,6849-HOSPITAL_38.9.1.2,Critical: ¨,SURV_HOSP_6849-A system for monitoring incidents/near misses/sentinel/adverse events is available and includes the documentation of interventions and responses to recorded incidents.,38.9.1.2,38.9.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,38,jvoj3LnWOov,38.9.1.3,6851-HOSPITAL_38.9.1.3,Critical: ¨,"SURV_HOSP_6851-Security measures are in place and implemented to ensure the safety of patients, personnel and visitors.",38.9.1.3,38.9.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,38,F5vgs49tVe7,38.9.1.4,6853-HOSPITAL_38.9.1.4,Critical: ¨,SURV_HOSP_6853-Fire safety measures are implemented.,38.9.1.4,38.9.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,38,w0sf1Lq3Lmo,38.9.1.5,6855-HOSPITAL_38.9.1.5,Critical: ¨,"SURV_HOSP_6855-The organisation's policy on handling, segregation, storing and disposing of healthcare waste is implemented.",38.9.1.5,38.9.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,39,eogrNwwmq6O,39.1.1.1,6861-HOSPITAL_39.1.1.1,Severity: Very Serious,SURV_HOSP_6861-An appropriately qualified individual has clearly defined responsibilities and accountability for all aspects of the service.,39.1.1.1,39.1.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,39,obtqn62tOy4,39.1.1.2,6863-HOSPITAL_39.1.1.2,Severity: Very Serious,SURV_HOSP_6863-The individuals responsible for the patient's care are designated.,39.1.1.2,39.1.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,39,fcgMXAdx9G8,39.1.1.3,6865-HOSPITAL_39.1.1.3,Severity: Very Serious,SURV_HOSP_6865-The individuals responsible for the patient's care are qualified.,39.1.1.3,39.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,39,HqFl41sNLjV,39.1.1.4,6867-HOSPITAL_39.1.1.4,Severity: Very Serious,SURV_HOSP_6867-The individuals responsible for the patient's care are identified and made known to the patient and other personnel.,39.1.1.4,39.1.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,39,hnuKoneNo41,39.1.2.1,6871-HOSPITAL_39.1.2.1,Severity: Very Serious,SURV_HOSP_6871-Evidence-based clinical practice guidelines relevant to the patients and services of the organisation are available to guide patient care processes.,39.1.2.1,39.1.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,39,gAACTP9gyv1,39.1.2.2,6873-HOSPITAL_39.1.2.2,Severity: Serious,SURV_HOSP_6873-Organisational and clinical leaders set criteria to select clinical practice guidelines.,39.1.2.2,39.1.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,39,HZ850kEnydx,39.1.2.3,6875-HOSPITAL_39.1.2.3,Severity: Very Serious,SURV_HOSP_6875-Implemented guidelines define and establish admission criteria for the adolescent service.,39.1.2.3,39.1.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,39,HJHUdKF0j7e,39.1.2.4,6877-HOSPITAL_39.1.2.4,Severity: Very Serious,SURV_HOSP_6877-The implementation of guidelines is monitored as part of a structured clinical audit.,39.1.2.4,39.1.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,39,G5mSoyPstUe,39.1.2.5,6879-HOSPITAL_39.1.2.5,Severity: Very Serious,SURV_HOSP_6879-Guidelines are reviewed on a regular basis and updated when necessary.,39.1.2.5,39.1.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,39,HfAraVNqTIA,39.1.3.1,6883-HOSPITAL_39.1.3.1,Severity: Very Serious,SURV_HOSP_6883-Care planning is integrated and coordinated among all care providers.,39.1.3.1,39.1.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,39,X13npgW2zMj,39.1.3.2,6885-HOSPITAL_39.1.3.2,Severity: Very Serious,SURV_HOSP_6885-The patients' clinical records are completed according to organisation policy.,39.1.3.2,39.1.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,39,YqWg21nYCsX,39.1.3.3,6887-HOSPITAL_39.1.3.3,Severity: Very Serious,SURV_HOSP_6887-The patient's records are up to date to ensure the transfer of the latest information between care providers.,39.1.3.3,39.1.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,39,Hh8l7qgATtL,39.1.3.4,6889-HOSPITAL_39.1.3.4,Severity: Very Serious,SURV_HOSP_6889-Information exchanged includes the patient's health status.,39.1.3.4,39.1.3.4,TEXT,TRACKER,,TRUE
HOSPITAL,39,wePut0Sstzy,39.1.3.5,6891-HOSPITAL_39.1.3.5,Severity: Serious,SURV_HOSP_6891-Information exchanged includes a summary of the care provided.,39.1.3.5,39.1.3.5,TEXT,TRACKER,,TRUE
HOSPITAL,39,AJOCBnD3Xkf,39.1.3.6,6893-HOSPITAL_39.1.3.6,Severity: Very Serious,SURV_HOSP_6893-Information exchanged includes the patient's progress.,39.1.3.6,39.1.3.6,TEXT,TRACKER,,TRUE
HOSPITAL,39,HezNmREpOaU,39.1.3.7,6895-HOSPITAL_39.1.3.7,Severity: Very Serious,SURV_HOSP_6895-The author can be identified for each patient record entry.,39.1.3.7,39.1.3.7,TEXT,TRACKER,,TRUE
HOSPITAL,39,P9K63LSFZH3,39.1.3.8,6897-HOSPITAL_39.1.3.8,Severity: Very Serious,SURV_HOSP_6897-The date and time of each patient record entry can be identified.,39.1.3.8,39.1.3.8,TEXT,TRACKER,,TRUE
HOSPITAL,39,QzkChMbyIbN,39.2.1.1,6902-HOSPITAL_39.2.1.1,Severity: Very Serious,SURV_HOSP_6902-Written policies and procedures for assessing patients and their families on admission and during ongoing care are implemented.,39.2.1.1,39.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,39,fbH9vOWOU6m,39.2.1.2,6904-HOSPITAL_39.2.1.2,Severity: Very Serious,"SURV_HOSP_6904-Only those individuals permitted by applicable laws, regulations and professional registration perform the assessments.",39.2.1.2,39.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,39,hY7gbtP7ySe,39.2.1.3,6906-HOSPITAL_39.2.1.3,Severity: Serious,SURV_HOSP_6906-The scope and content of assessment by each discipline is defined.,39.2.1.3,39.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,39,wFv0Yg7NZRB,39.2.1.4,6908-HOSPITAL_39.2.1.4,Severity: Serious,SURV_HOSP_6908-Assessments are performed within appropriate time frames and are comprehensively documented in the patient's records according to organisation policy.,39.2.1.4,39.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,39,f2pCLxb0lnX,39.2.1.5,6910-HOSPITAL_39.2.1.5,Severity: Serious,SURV_HOSP_6910-The date and time of assessment can be identified.,39.2.1.5,39.2.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,39,nES8Grgmola,39.2.2.1,6914-HOSPITAL_39.2.2.1,Severity: Very Serious,SURV_HOSP_6914-Each patient admitted has an initial assessment which meets organisation policy.,39.2.2.1,39.2.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,39,Bld6DYyeNdj,39.2.2.2,6916-HOSPITAL_39.2.2.2,Severity: Very Serious,SURV_HOSP_6916-The initial assessment includes a health history.,39.2.2.2,39.2.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,39,H9sMLT6mnOj,39.2.2.3,6918-HOSPITAL_39.2.2.3,Severity: Serious,SURV_HOSP_6918-The initial assessment includes a physical examination.,39.2.2.3,39.2.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,39,HWMO5AHO4Ze,39.2.2.4,6920-HOSPITAL_39.2.2.4,Severity: Serious,SURV_HOSP_6920-The initial assessment includes a nutritional assessment of the adolescent.,39.2.2.4,39.2.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,39,ecAtpf7ZJ69,39.2.2.5,6922-HOSPITAL_39.2.2.5,Severity: Serious,SURV_HOSP_6922-The initial assessment includes a psychological and behavioural assessment of the adolescent.,39.2.2.5,39.2.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,39,fvuP1uRr6YI,39.2.2.6,6924-HOSPITAL_39.2.2.6,Severity: Serious,SURV_HOSP_6924-The initial assessment includes a developmental history and current functional assessment of the adolescent.,39.2.2.6,39.2.2.6,TEXT,TRACKER,,TRUE
HOSPITAL,39,wUMVmI5BRh8,39.2.2.7,6926-HOSPITAL_39.2.2.7,Severity: Serious,"SURV_HOSP_6926-The initial assessment includes a social, cultural and where applicable, economic assessment of the adolescent and his/her family.",39.2.2.7,39.2.2.7,TEXT,TRACKER,,TRUE
HOSPITAL,39,ESFqZ8pIx5F,39.2.2.8,6928-HOSPITAL_39.2.2.8,Severity: Serious,SURV_HOSP_6928-The initial assessment includes a genogram of family construction and functional assessment of the family.,39.2.2.8,39.2.2.8,TEXT,TRACKER,,TRUE
HOSPITAL,39,HEjHvIHCtlR,39.2.2.9,6930-HOSPITAL_39.2.2.9,Severity: Serious,SURV_HOSP_6930-The initial assessment results in an understanding of all previous care and the care that the adolescent and his/her family is presently seeking.,39.2.2.9,39.2.2.9,TEXT,TRACKER,,TRUE
HOSPITAL,39,EcFK12BGCSz,39.2.2.10,6932-HOSPITAL_39.2.2.10,Severity: Very Serious,SURV_HOSP_6932-The initial assessment results in a diagnosis and the formulation of an individualised plan of care for the patient.,39.2.2.10,39.2.2.10,TEXT,TRACKER,,TRUE
HOSPITAL,39,tSV2ceN59UA,39.2.2.11,6934-HOSPITAL_39.2.2.11,Severity: Very Serious,SURV_HOSP_6934-The organisation identifies patients in pain during the initial assessment process.,39.2.2.11,39.2.2.11,TEXT,TRACKER,,TRUE
HOSPITAL,39,GJXke1Mo4iC,39.2.2.12,6936-HOSPITAL_39.2.2.12,Severity: Serious,SURV_HOSP_6936-The organisation identifies those patient populations and special situations for which the initial assessment process is modified.,39.2.2.12,39.2.2.12,TEXT,TRACKER,,TRUE
HOSPITAL,39,Ap0mxDoJJ9s,39.2.2.13,6938-HOSPITAL_39.2.2.13,Severity: Serious,SURV_HOSP_6938-Those special patient populations receive individualised assessments.,39.2.2.13,39.2.2.13,TEXT,TRACKER,,TRUE
HOSPITAL,39,XLvNMQSOZM4,39.2.2.14,6940-HOSPITAL_39.2.2.14,Severity: Serious,SURV_HOSP_6940-The findings of assessments performed outside the organisation are verified on admission.,39.2.2.14,39.2.2.14,TEXT,TRACKER,,TRUE
