facilityType,seNumber,sectionPiId,standardId,questionCode,questionText,guideline,category,severity,isCritical,dataElementUid,dhis2DataElementCode,dhis2DataElementName,uidMatchMethod,valueType,domainType,optionSetUid,compulsory,sortOrderWithinStandard,active
HOSPITAL,22,22.2,22.2.1,22.2.1.7,Quiet  and  private  areas  are  available  for  waiting  relatives  and grieving or otherwise distressed relatives or carers.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,22,22.2,22.2.1,22.2.1.8,There is access to a functioning telephone facility for use by the public.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.1,There is a designated triage area.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.2,There is a designated resuscitation area.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.3,There  is  a  mechanism  for  the  summoning  of  medical  help  in  an emergency.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.4,Oxygen and vacuum supplies meet patient care needs.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.5,"Where there are no piped oxygen installations, there is a documented procedure for ensuring that cylinder pressures (i.e. contents) are monitored according to organisational policy while patients are receiving oxygen.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.6,There  is  adequate  storage  space  to  enable  rapid  retrieval  and removal of equipment when needed.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.7,There  is  evidence  that  equipment  is  maintained  in  accordance with the policies of the organisation.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.8,Each patient has access to a nurse call system at all times.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.9,"There  is  a  low  pressure,  handheld  shower  suitable  for  the management of patients contaminated with hazardous materials.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.10,There is access to inpatient facilities consistent with the level of emergency care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,22,22.2,22.2.2,22.2.2.11,There is easy access to the operating theatre.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,11,TRUE
HOSPITAL,22,22.2,22.2.3,22.2.3.1,Resuscitation  equipment  is  available  in  accordance  with  the policies of the organisation.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.2,22.2.3,22.2.3.2,Recommended resuscitations.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.2,22.2.3,22.2.3.3,Diagnostic and vital signs monitoring equipment is available as per organisational policy.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.2,22.2.4,22.2.4.1,"There  is  an  adequately  equipped  kitchen,  with  at  least  a  kettle, toaster and microwave.",,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.2,22.2.4,22.2.4.2,"There  are  rest  room  facilities  for  personnel  including  a  changing area, toilet and hand-washing facilities.",,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.2,22.2.4,22.2.4.3,"Where personnel undertake 24 hour shifts, there are sleeping and shower facilities.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.2,22.2.4,22.2.4.4,The rest area is equipped with a telephone or intercom system.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.3,22.3.1,22.3.1.1,The organisation's policy on visitors to the emergency unit is implemented Root criterion Linked criterion:,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.3,22.3.1,22.3.1.2,There  is  a  system  to  inform  patients  and  family  of  the  visitors’ policy.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.3,22.3.1,22.3.1.3,"Areas, where access is denied to persons other than staff members, are clearly marked.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.3,22.3.1,22.3.1.4,The discretionary powers of the personnel in charge of the service relating to visitors under special circumstances are documented.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.3,22.3.1,22.3.1.5,Policies  regarding  media  invasion  are  implemented  to  guide clinical and security personnel.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.4,22.4.1,22.4.1.1,A register is kept of patients attending the emergency unit.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.4,22.4.1,22.4.1.2,"The  register  contains  at  least  the  patient’s  name,  patient  specific identification  number,  age,  gender,  date  and  time  of  admission, treatment, procedures, discharge, referral or death.",,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.4,22.4.1,22.4.1.3,The information in the register is used to monitor waiting periods from time of arrival to time of assessment.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.5,22.5.1,22.5.1.1,"Clinical  practice  guidelines,  relevant  to  the  patients  and  services of the organisation, are available to guide patient care processes.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.5,22.5.1,22.5.1.2,Clinical practice guidelines include protocols for time critical states.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.5,22.5.1,22.5.1.3,The  implementation  of  guidelines  is  monitored  as  part  of  a structured clinical audit.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.5,22.5.1,22.5.1.4,Guidelines are reviewed and adapted on a regular basis.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.6,22.6.1,22.6.1.1,Clinical records of emergency patients include the time of arrival.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.6,22.6.1,22.6.1.2,The triage category for each patient is recorded.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.6,22.6.1,22.6.1.3,Clinical  records  of  emergency  patients  include  time  of  referral  to medical practitioner.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.6,22.6.1,22.6.1.4,Waiting  times  from  triage  categorisation  to  initial  assessment  are monitored.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.6,22.6.2,22.6.2.1,The organisation implements policies and procedures for assessing patients on admission and during on-going care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.6,22.6.2,22.6.2.2,Only  those laws  and regulations  or  by  registration  and  appropriate  training/experience perform the assessments.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.6,22.6.2,22.6.2.3,The scope and content of assessment by each discipline is defined.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.6,22.6.2,22.6.2.4,Assessment  findings  are  documented  in  the  patient’s  clinical record  and  are  readily  available  to  those  responsible  for  the patient’s care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.7,22.7.1,22.7.1.1,Adequate and convenient diagnostic imaging services are available at all times.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.7,22.7.1,22.7.1.2,"Established  waiting  times  for  diagnostic  imaging  studies  to  be done, according to triage status, are monitored.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.7,22.7.1,22.7.1.3,Established waiting times for diagnostic images to be available are monitored.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.7,22.7.1,22.7.1.4,"Where X-rays are initially read by emergency unit medical personnel, there is a clearly defined system for review by appropriately qualified diagnostic imaging personnel, when required.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.7,22.7.2,22.7.2.1,Laboratory services are available at all times.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.7,22.7.2,22.7.2.2,"Established  waiting  times  for  laboratory  tests  to  be  done, according to triage status, are monitored.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.7,22.7.2,22.7.2.3,Established waiting times for laboratory results to be available are monitored.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.8,22.8.1,22.8.1.1,There is a documented process for obtaining informed consent.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.8,22.8.1,22.8.1.2,"Patients  are  informed  about  their  condition,  and  the  proposed treatment.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.8,22.8.1,22.8.1.3,Patients  know  the  identity  of  the  medical  practitioner  or  other professional practitioner responsible for their care.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.8,22.8.1,22.8.1.4,"The  information  provided  is  recorded,  with  the  record  of  the patient having provided written or verbal consent.",,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.8,22.8.2,22.8.2.1,"Protocols guide medication use for sedation, pain and anaesthesia.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.8,22.8.2,22.8.2.2,Protocols  address  appropriate  monitoring  during  and  after  the procedure.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.8,22.8.2,22.8.2.3,The  procedure  and  the  name  of  the  person  performing  the procedure are recorded in the patient’s record.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.8,22.8.2,22.8.2.4,Unsuccessful or complicated procedures are recorded.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.8,22.8.3,22.8.3.1,The indication for surgery is recorded before anaesthesia.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.8,22.8.3,22.8.3.2,Critical: ¨,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.8,22.8.3,22.8.3.3,Critical: ¨,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.8,22.8.4,22.8.4.1,A post operative diagnosis is documented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.8,22.8.4,22.8.4.2,The  name  of  the  medical  practitioner  and  the  names  of  other personnel as required by law are documented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.8,22.8.4,22.8.4.3,The  patient’s  physiological  status  is  monitored  during  the immediate post-surgery period.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.8,22.8.5,22.8.5.1,The assessment process makes provision for patients in pain to be identified.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.8,22.8.5,22.8.5.2,Patients in pain receive care according to pain management guidelines.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.8,22.8.5,22.8.5.3,Patients and families are educated about pain and pain management.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.8,22.8.5,22.8.5.4,The  organisation  has  processes  to  educate  health  professionals  in assessing and managing pain.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.8,22.8.6,22.8.6.1,Emergency blood is available at all times.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.8,22.8.6,22.8.6.2,There  is  a  designated  refrigerator  for  emergency  blood  and  blood products.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.9,22.9.1,22.9.1.1,"Policies  and  procedures  that  guide  the  safe  prescribing,  ordering, storage,  dispensing  and  administration  of  medications  are implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.9,22.9.1,22.9.1.2,Policies  and  procedures  that  guide  dispensing  of  medications  in the unit are implemented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.9,22.9.1,22.9.1.3,The use of verbal/telephonic medication orders is documented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.9,22.9.1,22.9.1.4,Only those permitted by the organisation and by relevant laws and regulations prescribe medication.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.9,22.9.1,22.9.1.5,"Medications,  including  herbal  and  over  the  counter  medications, brought  into  the  organisation  by  the  patient  or  the  family  are known  to  the  patient’s  medical  practitioner  and  are  noted  in  the patient’s record.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.9,22.9.2,22.9.2.1,Only those permitted by the organisation and by relevant laws and regulations administer medications.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.9,22.9.2,22.9.2.2,There  is  evidence  that  patients  are  identified  before  medications are administered.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.9,22.9.2,22.9.2.3,Medications  are  checked  against  the  original  prescriptions  and administered as prescribed.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.9,22.9.2,22.9.2.4,Health  professionals  monitor  medication  effects  on  patients collaboratively.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.9,22.9.2,22.9.2.5,"Adverse Drug Reactions (ADR) are observed, recorded and reported through  a  process  and  within  a  time  frame  defined  by  the organisation.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.9,22.9.2,22.9.2.6,Medication  errors  are  reported  through  a  process  and  within  a time frame defined by the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,22,22.9,22.9.2,22.9.2.7,The  medications  prescribed  for  and  administered  to  each  patient are recorded.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.1,Medication is stored in a locked storage device or cabinet that is accessible only to authorised personnel.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.2,"Medications identified for special control (by law or organisational policy)  are  stored  in  a  cabinet  of  substantial  construction,  for which only authorised personnel have the keys.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.3,Medications identified for special control (by law or organisational policy) are accurately accounted for.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.4,Medications  are  securely  and  legibly  labelled  with  relevant information as required by law and organisational policy.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.5,Medications are stored in a clean environment.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.6,"Medication instructions relating to temperature, light and humidity.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.7,A lockable refrigerator is available for those medications requiring storage at low temperatures.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.8,The temperature of the refrigerator is monitored and recorded.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,22,22.9,22.9.3,22.9.3.9,"Expiry  dates  are  checked  (including  those  of  emergency  drugs), and drugs are replaced before expiry date.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,22,22.10,22.10.1,22.10.1.1,Patients and families indicate that they have been informed about their diagnosis.,,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.10,22.10.1,22.10.1.2,Patients indicate that they have been informed about the management of their condition.,,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.10,22.10.1,22.10.1.3,"Patients are educated about their diagnosis, relevant high health risks, e.g. safe use of medication and medical equipment, medicine and food interaction, diet and food interactions, defaulting on medication use.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.10,22.10.1,22.10.1.4,Patients and families indicate that they have been informed about any financial implications of care decisions.,,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.11,22.11.1,22.11.1.1,Established criteria or policies that determine the appropriateness of transfers within the organisation are implemented.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.11,22.11.1,22.11.1.2,Individuals responsible for the patient’s  care and its  Coordination are identified for all phases.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
