root,linked,in_hl,in_mx,mx_color,tag,status
1.3.2.1,11.7.1.5,1,1,yellow,,BOTH
1.3.2.1,11.9.1.1,1,1,yellow,,BOTH
1.3.2.1,12.4.1.1,1,1,yellow,,BOTH
1.3.2.1,12.5.2.1,1,1,yellow,,BOTH
1.3.2.1,12.5.5.2,1,1,yellow,,BOTH
1.3.2.1,12.5.6.1,1,1,yellow,,BOTH
1.3.2.1,12.6.1.1,1,1,yellow,,BOTH
1.3.2.1,12.7.1.5,1,1,yellow,,BOTH
1.3.2.1,12.9.1.1,1,1,yellow,,BOTH
1.3.2.1,13.4.1.1,1,1,yellow,,BOTH
1.3.2.1,13.5.2.1,1,1,yellow,,BOTH
1.3.2.1,13.5.5.2,1,1,yellow,,BOTH
1.3.2.1,13.5.6.1,1,1,yellow,,BOTH
1.3.2.1,13.6.1.1,1,1,yellow,,BOTH
1.3.2.1,13.7.1.5,1,1,yellow,,BOTH
1.3.2.1,13.9.1.1,1,1,yellow,,BOTH
1.3.2.1,14.4.1.1,1,1,yellow,,BOTH
1.3.2.1,14.5.2.1,1,1,yellow,,BOTH
1.3.2.1,14.5.5.2,1,1,yellow,,BOTH
1.3.2.1,14.5.6.1,1,1,yellow,,BOTH
1.3.2.1,14.6.1.1,1,1,yellow,,BOTH
1.3.2.1,14.7.1.5,1,1,yellow,,BOTH
1.3.2.1,14.9.1.1,1,1,yellow,,BOTH
1.3.2.1,15.4.1.1,1,1,yellow,,BOTH
1.3.2.1,15.5.2.1,1,1,yellow,,BOTH
1.3.2.1,15.5.5.2,1,1,yellow,,BOTH
1.3.2.1,15.5.7.1,1,1,yellow,,BOTH
1.3.2.1,15.6.1.1,1,1,yellow,,BOTH
1.3.2.1,15.7.1.5,1,1,yellow,,BOTH
1.3.2.1,15.9.1.1,1,1,yellow,,BOTH
1.3.2.1,16.4.1.1,1,1,yellow,,BOTH
1.3.2.1,16.5.2.1,1,1,yellow,,BOTH
1.3.2.1,16.5.5.2,1,1,yellow,,BOTH
1.3.2.1,16.5.6.1,1,1,yellow,,BOTH
1.3.2.1,16.6.1.1,1,1,yellow,,BOTH
1.3.2.1,16.7.1.5,1,1,yellow,,BOTH
1.3.2.1,16.9.1.1,1,1,yellow,,BOTH
1.3.2.1,17.3.1.1,1,1,yellow,,BOTH
1.3.2.1,17.5.3.1,1,1,yellow,,BOTH
1.3.2.1,21.3.1.1,1,1,yellow,,BOTH
1.3.2.1,22.11.1.1,1,1,yellow,,BOTH
1.3.2.1,22.5.1.1,1,1,yellow,,BOTH
1.3.2.1,22.8.5.1,1,1,yellow,,BOTH
1.3.2.1,22.8.5.2,1,1,yellow,,BOTH
1.3.2.1,23.3.1.1,1,1,yellow,,BOTH
1.3.2.1,23.4.1.1,1,1,yellow,,BOTH
1.3.2.1,23.7.1.1,1,1,yellow,,BOTH
1.3.2.1,23.9.1.1,1,1,yellow,,BOTH
1.3.2.1,23.9.5.1,1,1,yellow,,BOTH
1.3.2.1,24.11.1.1,1,1,yellow,,BOTH
1.3.2.1,24.5.1.1,1,1,yellow,,BOTH
1.3.2.1,32.4.1.1,1,1,yellow,,BOTH
1.3.2.1,32.4.3.1,1,1,yellow,,BOTH
1.3.2.1,33.4.1.1,1,1,yellow,,BOTH
1.3.2.1,33.4.3.1,1,1,yellow,,BOTH
1.3.2.1,34.4.1.1,1,1,yellow,,BOTH
1.3.2.1,34.4.3.1,1,1,yellow,,BOTH
1.3.2.1,35.4.1.1,1,1,yellow,,BOTH
1.3.2.1,35.4.3.1,1,1,yellow,,BOTH
1.3.2.1,36.4.1.1,1,1,yellow,,BOTH
1.3.2.1,36.4.3.1,1,1,yellow,,BOTH
1.3.2.1,37.4.1.1,1,1,yellow,,BOTH
1.3.2.1,37.4.3.1,1,1,yellow,,BOTH
1.3.2.1,38.4.1.1,1,1,yellow,,BOTH
1.3.2.1,38.4.3.1,1,1,yellow,,BOTH
1.3.2.1,39.2.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,39.3.4.2,0,1,yellow,,MX_ONLY
1.3.2.1,39.3.5.1,0,1,yellow,,MX_ONLY
1.3.2.1,39.4.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,39.5.1.7,0,1,yellow,,MX_ONLY
1.3.2.1,39.7.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,39.7.1.4,0,1,yellow,,MX_ONLY
1.3.2.1,40.2.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,40.3.3.2,0,1,yellow,,MX_ONLY
1.3.2.1,40.3.4.1,0,1,yellow,,MX_ONLY
1.3.2.1,40.4.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,40.5.1.7,0,1,yellow,,MX_ONLY
1.3.2.1,40.7.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,40.7.4.1,0,1,yellow,,MX_ONLY
1.3.2.1,41.1.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,41.2.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,41.3.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,41.3.3.1,0,1,yellow,,MX_ONLY
1.3.2.1,41.4.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,42.2.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,42.3.4.2,0,1,yellow,,MX_ONLY
1.3.2.1,42.3.5.1,0,1,yellow,,MX_ONLY
1.3.2.1,42.4.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,42.5.1.7,0,1,yellow,,MX_ONLY
1.3.2.1,42.7.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,42.7.4.1,0,1,yellow,,MX_ONLY
1.3.2.1,43.2.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,43.3.4.2,0,1,yellow,,MX_ONLY
1.3.2.1,43.3.5.1,0,1,yellow,,MX_ONLY
1.3.2.1,43.4.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,43.5.1.7,0,1,yellow,,MX_ONLY
1.3.2.1,43.7.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,43.7.4.1,0,1,yellow,,MX_ONLY
1.3.2.1,44.2.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,44.3.4.2,0,1,yellow,,MX_ONLY
1.3.2.1,44.3.5.1,0,1,yellow,,MX_ONLY
1.3.2.1,44.4.2.1,0,1,yellow,,MX_ONLY
1.3.2.1,44.5.1.7,0,1,yellow,,MX_ONLY
1.3.2.1,44.7.1.1,0,1,yellow,,MX_ONLY
1.3.2.1,44.7.4.1,0,1,yellow,,MX_ONLY
1.3.2.1,45.3.1.1,0,1,yellow,,MX_ONLY
1.3.2.2,10.3.1.1,1,1,yellow,,BOTH
1.3.2.2,10.3.1.3,1,1,yellow,,BOTH
1.3.2.2,11.3.1.3,1,1,yellow,,BOTH
1.3.2.2,12.3.1.3,1,1,yellow,,BOTH
1.3.2.2,13.3.1.3,1,1,yellow,,BOTH
1.3.2.2,14.3.1.3,1,1,yellow,,BOTH
1.3.2.2,15.3.1.3,1,1,yellow,,BOTH
1.3.2.2,16.3.1.3,1,1,yellow,,BOTH
1.3.2.2,22.5.1.4,1,1,yellow,,BOTH
1.3.2.2,23.6.3.2,1,1,yellow,,BOTH
1.3.2.2,24.8.4.1,1,1,yellow,,BOTH
1.3.2.2,39.1.2.1,0,1,yellow,,MX_ONLY
1.3.2.2,39.1.2.5,0,1,yellow,,MX_ONLY
1.3.2.2,4.2.2.4,1,1,yellow,,BOTH
1.3.2.2,40.1.2.1,0,1,yellow,,MX_ONLY
1.3.2.2,40.1.2.5,0,1,yellow,,MX_ONLY
1.3.2.2,41.1.2.1,0,1,yellow,,MX_ONLY
1.3.2.2,41.1.2.4,0,1,yellow,,MX_ONLY
1.3.2.2,42.1.2.1,0,1,yellow,,MX_ONLY
1.3.2.2,42.1.2.5,0,1,yellow,,MX_ONLY
1.3.2.2,43.1.2.1,0,1,yellow,,MX_ONLY
1.3.2.2,43.1.2.5,0,1,yellow,,MX_ONLY
1.3.2.2,44.1.2.1,0,1,yellow,,MX_ONLY
1.3.2.2,44.1.2.5,0,1,yellow,,MX_ONLY
1.3.2.2,8.2.1.4,1,1,yellow,,BOTH
1.3.2.3,3.2.1.9,1,1,green,G,BOTH
1.3.2.4,10.1.2.1,1,1,yellow,,BOTH
1.3.2.4,11.1.2.1,1,1,yellow,,BOTH
1.3.2.4,12.1.2.1,1,1,yellow,,BOTH
1.3.2.4,13.1.2.1,1,1,yellow,,BOTH
1.3.2.4,14.1.2.1,1,1,yellow,,BOTH
1.3.2.4,15.1.2.1,1,1,yellow,,BOTH
1.3.2.4,16.1.2.1,1,1,yellow,,BOTH
1.3.2.4,17.4.1.1,1,1,yellow,,BOTH
1.3.2.4,22.1.2.1,1,1,yellow,,BOTH
1.3.2.4,23.1.2.1,1,1,yellow,,BOTH
1.3.2.4,24.1.2.1,1,1,yellow,,BOTH
1.3.2.4,3.2.1.4,1,1,green,G,BOTH
1.3.2.4,32.4.1.3,1,1,yellow,,BOTH
1.3.2.4,33.4.1.3,1,1,yellow,,BOTH
1.3.2.4,34.4.1.3,1,1,yellow,,BOTH
1.3.2.4,35.4.1.3,1,1,yellow,,BOTH
1.3.2.4,36.4.1.3,1,1,yellow,,BOTH
1.3.2.4,37.4.1.3,1,1,yellow,,BOTH
1.3.2.4,38.4.1.3,1,1,yellow,,BOTH
1.3.2.4,39.1.3.2,0,1,yellow,,MX_ONLY
1.3.2.4,4.2.3.3,0,1,green,G,MX_ONLY
1.3.2.4,40.1.3.2,0,1,yellow,,MX_ONLY
1.3.2.4,42.1.3.2,0,1,yellow,,MX_ONLY
1.3.2.4,43.1.3.2,0,1,yellow,,MX_ONLY
1.3.2.4,44.1.3.2,0,1,yellow,,MX_ONLY
10.1.1.1,2.2.1.1,1,1,green,G,BOTH
10.1.1.1,2.5.1.1,1,1,green,G,BOTH
10.1.1.2,10.4.1.2,1,1,yellow,,BOTH
10.1.1.2,10.6.1.1,1,1,yellow,,BOTH
10.1.1.2,10.6.2.1,1,1,yellow,,BOTH
10.1.1.2,2.2.1.1,1,1,green,G,BOTH
10.1.1.2,2.5.1.1,1,1,green,G,BOTH
10.1.1.3,10.5.3.3,1,1,yellow,,BOTH
10.1.2.1,1.3.2.4,1,1,green,G,BOTH
10.1.2.3,10.5.1.1,1,1,yellow,,BOTH
10.10.1.1,8.2.2.1,1,1,green,G,BOTH
10.10.1.4,8.2.1.5,1,1,green,G,BOTH
10.11.1.1,5.1.1.3,1,1,green,G,BOTH
10.11.1.2,5.2.1.1,1,1,green,G,BOTH
10.11.1.2,5.2.1.2,1,1,green,G,BOTH
10.11.1.2,5.2.1.3,1,1,green,G,BOTH
10.11.1.2,6.1.2.1,1,1,green,G,BOTH
10.11.1.3,5.4.1.1,1,1,green,G,BOTH
10.12.1.1,9.2.2.1,1,1,green,G,BOTH
10.13.1.1,7.1.1.1,1,1,green,G,BOTH
10.13.1.2,10.6.2.5,0,1,green,G,MX_ONLY
10.13.1.2,10.6.2.6,0,1,green,G,MX_ONLY
10.13.1.2,7.1.1.7,0,1,green,G,MX_ONLY
10.13.1.2,7.2.6.4,0,1,green,G,MX_ONLY
10.13.1.3,7.4.1.4,0,1,green,G,MX_ONLY
10.13.1.4,7.5.1.1,1,1,green,G,BOTH
10.13.1.5,7.7.1.1,1,1,green,G,BOTH
10.2.1.1,1.2.2.3,1,1,green,G,BOTH
10.2.1.1,29.2.1.1,1,1,green,G,BOTH
10.2.1.1,4.2.2.6,1,1,green,G,BOTH
10.2.1.2,29.2.2.1,1,1,green,G,BOTH
10.2.1.2,29.2.3.2,1,1,green,G,BOTH
10.2.1.3,31.2.1.5,1,1,green,G,BOTH
10.2.1.4,30.2.1.2,1,1,green,G,BOTH
10.2.1.6,29.2.1.2,1,1,green,G,BOTH
10.2.1.7,29.3.1.1,1,1,green,G,BOTH
10.2.1.7,29.3.1.5,1,1,green,G,BOTH
10.3.1.1,1.3.2.2,1,1,green,G,BOTH
10.3.1.2,8.2.1.4,1,1,green,G,BOTH
10.3.1.3,1.3.2.2,1,1,green,G,BOTH
10.4.1.1,1.3.2.1,1,1,green,G,BOTH
10.4.1.1,10.4.2.1,1,1,yellow,,BOTH
10.4.1.1,10.4.3.1,1,1,yellow,,BOTH
10.4.1.2,10.1.1.2,1,1,green,G,BOTH
10.4.2.1,10.4.1.1,1,1,green,G,BOTH
10.4.2.1,10.4.3.1,1,1,yellow,,BOTH
10.4.2.9,7.2.5.2,1,1,green,G,BOTH
10.4.3.1,10.4.1.1,1,1,green,G,BOTH
10.4.3.1,10.4.2.1,1,1,green,G,BOTH
10.5.1.1,10.1.2.3,1,1,green,G,BOTH
10.5.2.1,1.3.2.1,1,1,green,G,BOTH
10.5.2.1,7.2.5.1,1,1,green,G,BOTH
10.5.2.1,9.2.1.8,1,1,green,G,BOTH
10.5.3.1,5.6.1.1,1,1,green,G,BOTH
10.5.3.3,10.1.1.3,1,1,green,G,BOTH
10.5.3.4,5.6.1.1,1,1,green,G,BOTH
10.5.5.2,1.3.2.1,1,1,green,G,BOTH
10.5.5.4,2.4.2.4,1,1,green,G,BOTH
10.5.6.1,1.3.2.1,1,1,green,G,BOTH
10.5.6.1,5.4.2.1,1,1,green,G,BOTH
10.6.1.1,1.3.2.1,1,1,green,G,BOTH
10.6.1.1,10.1.1.2,1,1,green,G,BOTH
10.6.1.1,21.1.2.1,1,1,green,G,BOTH
10.6.1.1,21.3.1.1,1,1,green,G,BOTH
10.6.1.2,10.6.2.3,1,1,yellow,,BOTH
10.6.1.2,21.3.1.1,1,1,green,G,BOTH
10.6.1.2,7.2.2.1,1,1,green,G,BOTH
10.6.1.4,21.3.1.1,1,1,green,G,BOTH
10.6.2.1,10.1.1.2,1,1,green,G,BOTH
10.6.2.2,7.2.1.3,1,1,green,G,BOTH
10.6.2.3,1.2.6.6,1,1,green,G,BOTH
10.6.2.3,10.6.1.2,1,1,green,G,BOTH
10.6.2.3,21.3.1.1,1,1,green,G,BOTH
10.6.2.4,21.1.2.1,1,1,green,G,BOTH
10.6.2.4,21.9.1.2,1,1,green,G,BOTH
10.6.2.5,10.13.1.2,1,1,yellow,,BOTH
10.6.2.5,21.6.1.1,1,1,green,G,BOTH
10.6.2.5,21.9.1.2,1,1,green,G,BOTH
10.6.2.5,7.1.1.7,1,1,green,G,BOTH
10.6.2.6,10.13.1.2,1,1,yellow,,BOTH
10.6.2.6,21.6.1.1,1,1,green,G,BOTH
10.6.2.6,21.9.1.2,1,1,green,G,BOTH
10.6.2.6,7.1.1.7,1,1,green,G,BOTH
10.6.3.2,21.5.1.1,1,0,,,HL_ONLY
10.6.3.2,21.5.1.11,0,1,green,G,MX_ONLY
10.6.3.3,21.5.1.12,1,1,green,G,BOTH
10.6.3.4,21.4.1.4,1,1,green,G,BOTH
10.6.3.4,21.5.1.11,1,1,green,G,BOTH
10.6.3.5,21.5.1.8,1,1,green,G,BOTH
10.6.3.6,21.5.1.9,1,1,green,G,BOTH
10.6.3.7,21.5.1.9,1,1,green,G,BOTH
10.6.3.8,21.5.1.8,1,1,green,G,BOTH
10.6.3.9,21.2.1.7,1,1,green,G,BOTH
10.6.3.9,21.5.1.5,1,1,green,G,BOTH
10.7.1.1,26.4.1.3,1,1,green,G,BOTH
10.7.1.3,10.8.1.3,1,0,,,HL_ONLY
10.7.1.5,1.3.2.1,1,1,green,G,BOTH
10.7.1.5,21.3.1.1,1,1,green,G,BOTH
10.7.1.5,34.4.1.1,1,1,green,G,BOTH
10.8.1.2,4.2.3.2,1,1,green,G,BOTH
10.8.1.2,5.3.1.2,1,1,green,G,BOTH
10.8.1.3,10.7.1.3,1,1,green,G,BOTH
10.8.1.4,4.2.3.3,1,1,green,G,BOTH
10.9.1.1,1.3.2.1,1,1,green,G,BOTH
10.9.2.1,1.2.5.4,1,1,green,G,BOTH
10.9.3.1,1.2.5.4,1,1,green,G,BOTH
10.9.3.1,10.9.3.6,1,1,yellow,,BOTH
10.9.3.6,10.9.3.1,1,1,green,G,BOTH
10.9.4.1,1.2.5.4,1,1,green,G,BOTH
10.9.4.1,1.3.2.1,1,1,green,G,BOTH
11.1.1.1,2.2.1.1,1,1,green,G,BOTH
11.1.1.1,2.5.1.1,1,1,green,G,BOTH
11.1.1.2,11.4.1.2,1,1,yellow,,BOTH
11.1.1.2,11.6.1.1,1,1,yellow,,BOTH
11.1.1.2,11.6.2.1,1,1,yellow,,BOTH
11.1.1.2,2.2.1.1,1,1,green,G,BOTH
11.1.1.2,2.5.1.1,1,1,green,G,BOTH
11.1.1.3,11.5.3.3,1,1,yellow,,BOTH
11.1.2.1,1.3.2.4,1,1,green,G,BOTH
11.1.2.3,11.5.1.1,1,1,yellow,,BOTH
11.10.1.1,8.2.2.1,1,1,green,G,BOTH
11.10.1.4,8.2.1.5,1,1,green,G,BOTH
11.11.1.1,5.1.1.3,1,1,green,G,BOTH
11.11.1.2,5.2.1.1,1,1,green,G,BOTH
11.11.1.2,5.2.1.2,1,1,green,G,BOTH
11.11.1.2,5.2.1.3,1,1,green,G,BOTH
11.11.1.2,6.1.2.1,1,1,green,G,BOTH
11.11.1.3,5.4.1.1,1,1,green,G,BOTH
11.12.1.1,9.2.2.1,1,1,green,G,BOTH
11.13.1.1,7.1.1.1,1,1,green,G,BOTH
11.13.1.2,11.6.2.5,0,1,green,G,MX_ONLY
11.13.1.2,11.6.2.6,0,1,green,G,MX_ONLY
11.13.1.2,7.1.1.7,0,1,green,G,MX_ONLY
11.13.1.2,7.2.6.4,0,1,green,G,MX_ONLY
11.13.1.3,7.4.1.4,0,1,green,G,MX_ONLY
11.13.1.4,7.5.1.1,1,1,green,G,BOTH
11.13.1.5,7.7.1.1,1,1,green,G,BOTH
11.2.1.1,1.2.2.3,1,1,green,G,BOTH
11.2.1.1,29.2.1.1,1,1,green,G,BOTH
11.2.1.1,4.2.2.6,1,1,green,G,BOTH
11.2.1.2,29.2.2.1,1,1,green,G,BOTH
11.2.1.2,29.2.3.2,1,1,green,G,BOTH
11.2.1.3,31.2.1.5,1,1,green,G,BOTH
11.2.1.4,30.2.1.2,1,1,green,G,BOTH
11.2.1.6,29.2.1.2,1,1,green,G,BOTH
11.2.1.7,29.3.1.1,1,1,green,G,BOTH
11.2.1.7,29.3.1.5,1,1,green,G,BOTH
11.3.1.1,1.3.2.2,1,1,green,G,BOTH
11.3.1.2,8.2.1.4,1,1,green,G,BOTH
11.3.1.3,1.3.2.2,1,1,green,G,BOTH
11.4.1.1,1.3.2.1,1,1,green,G,BOTH
11.4.1.1,11.1.2.1,1,1,yellow,,BOTH
11.4.1.1,11.4.2.1,1,0,,,HL_ONLY
11.4.1.1,11.4.3.1,1,1,yellow,,BOTH
11.4.1.2,11.1.1.2,1,1,green,G,BOTH
11.4.2.1,11.4.1.1,1,1,green,G,BOTH
11.4.2.1,11.4.3.1,1,1,yellow,,BOTH
11.4.2.9,7.2.5.2,1,1,green,G,BOTH
11.4.3.1,11.4.1.1,1,1,yellow,,BOTH
11.4.3.1,11.4.2.1,1,1,yellow,,BOTH
11.5.1.1,11.1.2.3,1,1,green,G,BOTH
11.5.2.1,1.3.2.1,1,1,green,G,BOTH
11.5.2.1,7.2.5.1,1,1,green,G,BOTH
11.5.2.1,9.2.1.8,1,1,green,G,BOTH
11.5.3.1,5.6.1.1,1,1,green,G,BOTH
11.5.3.3,11.1.1.3,1,1,green,G,BOTH
11.5.3.4,5.6.1.1,1,1,green,G,BOTH
11.5.5.2,1.3.2.1,1,1,green,G,BOTH
11.5.5.4,12.5.5.4,0,1,yellow,,MX_ONLY
11.5.5.4,13.5.5.4,0,1,yellow,,MX_ONLY
11.5.5.4,14.5.5.4,0,1,yellow,,MX_ONLY
11.5.5.4,15.5.6.4,0,1,yellow,,MX_ONLY
11.5.5.4,2.4.2.4,1,1,green,G,BOTH
11.5.6.1,1.3.2.1,1,1,green,G,BOTH
11.5.6.1,5.4.2.1,1,1,green,G,BOTH
11.6.1.1,1.3.2.1,1,1,green,G,BOTH
11.6.1.1,11.1.1.2,1,1,green,G,BOTH
11.6.1.1,21.1.2.1,1,1,green,G,BOTH
11.6.1.1,21.3.1.1,1,1,green,G,BOTH
11.6.1.2,11.6.2.3,1,1,green,G,BOTH
11.6.1.2,21.3.1.1,1,1,green,G,BOTH
11.6.1.2,7.2.2.1,1,1,green,G,BOTH
11.6.1.3,11.1.1.2,1,1,green,G,BOTH
11.6.1.4,21.3.1.1,1,1,green,G,BOTH
11.6.2.1,11.1.1.2,1,1,green,G,BOTH
11.6.2.2,7.2.1.3,1,1,green,G,BOTH
11.6.2.3,1.2.6.6,1,1,green,G,BOTH
11.6.2.3,11.6.1.2,1,1,green,G,BOTH
11.6.2.3,21.3.1.1,1,1,green,G,BOTH
11.6.2.4,21.1.2.1,1,1,green,G,BOTH
11.6.2.4,21.9.1.2,1,1,green,G,BOTH
11.6.2.5,11.13.1.2,1,1,yellow,,BOTH
11.6.2.5,21.6.1.1,1,1,green,G,BOTH
11.6.2.5,21.9.1.2,1,1,green,G,BOTH
11.6.2.5,7.1.1.7,1,1,green,G,BOTH
11.6.2.6,11.13.1.2,1,1,yellow,,BOTH
11.6.2.6,21.6.1.1,1,1,green,G,BOTH
11.6.2.6,21.9.1.2,1,1,green,G,BOTH
11.6.2.6,7.1.1.7,1,1,green,G,BOTH
11.6.3.2,21.5.1.11,1,1,green,G,BOTH
11.6.3.3,21.5.1.12,1,1,green,G,BOTH
11.6.3.4,21.4.1.4,1,1,green,G,BOTH
11.6.3.5,21.5.1.7,1,1,green,G,BOTH
11.6.3.6,21.5.1.9,1,1,green,G,BOTH
11.6.3.7,21.5.1.9,1,1,green,G,BOTH
11.6.3.8,21.5.1.8,1,1,green,G,BOTH
11.6.3.9,21.2.1.7,1,1,green,G,BOTH
11.6.3.9,21.5.1.5,1,1,green,G,BOTH
11.7.1.1,26.4.1.3,1,1,green,G,BOTH
11.7.1.3,11.8.1.3,1,1,yellow,,BOTH
11.7.1.5,1.3.2.1,1,1,green,G,BOTH
11.7.1.5,21.3.1.1,1,1,green,G,BOTH
11.7.1.5,34.4.1.1,1,1,green,G,BOTH
11.8.1.2,4.2.3.2,1,1,green,G,BOTH
11.8.1.2,5.3.1.2,1,1,green,G,BOTH
11.8.1.3,11.7.1.3,1,1,green,G,BOTH
11.8.1.4,4.2.3.3,1,1,green,G,BOTH
11.9.1.1,1.3.2.1,1,1,green,G,BOTH
11.9.2.1,1.2.5.4,1,1,green,G,BOTH
11.9.3.1,1.2.5.4,1,1,green,G,BOTH
11.9.3.1,11.9.3.6,1,1,yellow,,BOTH
11.9.3.6,11.9.3.1,1,1,green,G,BOTH
11.9.4.1,1.2.5.4,1,1,green,G,BOTH
11.9.4.1,1.3.2.1,1,1,green,G,BOTH
12.1.1.1,2.2.1.1,1,1,green,G,BOTH
12.1.1.1,2.5.1.1,1,1,green,G,BOTH
12.1.1.2,12.4.1.2,1,1,yellow,,BOTH
12.1.1.2,12.6.1.1,1,1,yellow,,BOTH
12.1.1.2,12.6.2.1,1,1,yellow,,BOTH
12.1.1.2,2.2.1.1,1,1,green,G,BOTH
12.1.1.2,2.5.1.1,1,1,green,G,BOTH
12.1.1.3,12.5.3.3,1,1,green,G,BOTH
12.1.2.1,1.3.2.4,1,1,green,G,BOTH
12.1.2.3,12.5.1.1,1,1,yellow,,BOTH
12.10.1.1,8.2.2.1,1,1,green,G,BOTH
12.10.1.4,8.2.1.5,1,1,green,G,BOTH
12.11.1.1,5.1.1.3,1,1,green,G,BOTH
12.11.1.2,5.2.1.1,1,1,green,G,BOTH
12.11.1.2,5.2.1.2,1,1,green,G,BOTH
12.11.1.2,5.2.1.3,1,1,green,G,BOTH
12.11.1.2,6.1.2.1,1,1,green,G,BOTH
12.11.1.3,5.4.1.1,1,1,green,G,BOTH
12.12.1.1,9.2.2.1,1,1,green,G,BOTH
12.13.1.1,12.6.2.5,1,0,,,HL_ONLY
12.13.1.1,12.6.2.6,1,0,,,HL_ONLY
12.13.1.1,7.1.1.1,1,1,green,G,BOTH
12.13.1.1,7.1.1.7,1,0,,,HL_ONLY
12.13.1.1,7.2.6.4,1,0,,,HL_ONLY
12.13.1.2,12.6.2.5,0,1,green,G,MX_ONLY
12.13.1.2,12.6.2.6,0,1,green,G,MX_ONLY
12.13.1.2,7.1.1.7,0,1,green,G,MX_ONLY
12.13.1.2,7.2.6.4,0,1,green,G,MX_ONLY
12.13.1.3,7.4.1.4,0,1,green,G,MX_ONLY
12.13.1.4,7.5.1.1,1,1,green,G,BOTH
12.13.1.5,7.7.1.1,1,1,green,G,BOTH
12.2.1.1,1.2.2.3,1,1,green,G,BOTH
12.2.1.1,29.2.1.1,1,1,green,G,BOTH
12.2.1.1,4.2.2.6,1,1,green,G,BOTH
12.2.1.2,29.2.2.1,1,1,green,G,BOTH
12.2.1.2,29.2.3.2,1,1,green,G,BOTH
12.2.1.3,31.2.1.5,1,1,green,G,BOTH
12.2.1.4,30.2.1.2,1,1,green,G,BOTH
12.2.1.6,29.2.1.2,1,1,green,G,BOTH
12.2.1.7,29.3.1.1,1,1,green,G,BOTH
12.2.1.7,29.3.1.5,1,1,green,G,BOTH
12.3.1.1,1.3.2.2,1,1,green,G,BOTH
12.3.1.2,8.2.1.4,1,1,green,G,BOTH
12.3.1.3,1.3.2.2,1,1,green,G,BOTH
12.4.1.1,1.3.2.1,1,1,green,G,BOTH
12.4.1.1,12.1.2.2,1,1,green,G,BOTH
12.4.1.1,12.4.2.1,1,1,yellow,,BOTH
12.4.1.1,12.4.3.1,1,1,yellow,,BOTH
12.4.1.2,12.1.1.2,1,1,green,G,BOTH
12.4.2.1,12.4.1.1,1,1,green,G,BOTH
12.4.2.1,12.4.3.1,1,1,yellow,,BOTH
12.4.2.9,7.2.5.2,1,1,green,G,BOTH
12.4.3.1,12.4.1.1,1,1,green,G,BOTH
12.4.3.1,12.4.2.1,1,1,green,G,BOTH
12.5.1.1,12.1.2.3,1,1,green,G,BOTH
12.5.2.1,1.3.2.1,1,1,green,G,BOTH
12.5.2.1,7.2.5.1,1,1,green,G,BOTH
12.5.2.1,9.2.1.8,1,1,green,G,BOTH
12.5.3.1,5.6.1.1,1,1,green,G,BOTH
12.5.3.3,12.1.1.3,1,1,green,G,BOTH
12.5.3.4,5.6.1.1,1,1,yellow,,BOTH
12.5.5.2,1.3.2.1,1,1,green,G,BOTH
12.5.5.4,2.4.2.4,1,1,green,G,BOTH
12.5.6.1,1.3.2.1,1,1,green,G,BOTH
12.5.6.1,5.4.2.1,1,1,green,G,BOTH
12.6.2.1,1.3.2.1,1,1,green,G,BOTH
12.6.2.1,12.1.1.2,1,1,green,G,BOTH
12.6.2.1,21.1.2.1,1,1,green,G,BOTH
12.6.2.1,21.3.1.1,1,1,green,G,BOTH
12.6.2.2,12.6.2.3,1,1,yellow,,BOTH
12.6.2.2,21.3.1.1,1,1,green,G,BOTH
12.6.2.2,7.2.2.1,1,1,green,G,BOTH
12.6.2.3,12.1.1.2,1,1,green,G,BOTH
12.6.2.4,21.3.1.1,1,1,green,G,BOTH
12.6.3.1,12.1.1.2,1,1,green,G,BOTH
12.6.3.2,7.2.1.3,1,1,green,G,BOTH
12.6.3.3,1.2.6.6,1,1,green,G,BOTH
12.6.3.3,12.6.1.2,1,1,green,G,BOTH
12.6.3.3,21.3.1.1,1,1,green,G,BOTH
12.6.3.4,21.1.2.1,1,1,green,G,BOTH
12.6.3.4,21.9.1.2,1,1,green,G,BOTH
12.6.3.5,12.13.1.2,1,1,yellow,,BOTH
12.6.3.5,21.6.1.1,1,1,green,G,BOTH
12.6.3.5,21.9.1.2,1,1,green,G,BOTH
12.6.3.5,7.1.1.7,1,1,green,G,BOTH
